,TranslatedIngredients
1017,"/ cup Ragi Seeds,grams Boneless chicken,/ cup Potato (Aloo),/ cup Carrots (Gajjar),cup Instant Oats (Oatmeal),Onion,cloves Garlic,inch Ginger,Green Chillies,/ teaspoon Garam masala powder,/ teaspoon Cumin powder (Jeera),teaspoon Black pepper powder,/ cup Coriander (Dhania) Leaves,Salt"
1018,"/ liter Chocolate Ice cream,/ liter Vanilla Ice cream,Strawberry Cake - A,cup Decorative sugar (Cake/ Candy Sprinkles),cup Chocolate chips,Whole Eggs,/ cup Sunflower Oil,cups All Purpose Flour (Maida),/ cups Sugar,teaspoon Vanilla Extract,teaspoon Baking powder,/ teaspoon Strawberry Essense,cup Milk"
1019,"Pav buns,Onions,sprig Coriander (Dhania) Leaves,Onion,teaspoon Ginger,cloves Garlic,cup Tomato,Green Bell Pepper (Capsicum),Carrots (Gajjar),/ cup Cabbage (Patta Gobi/ Muttaikose),Potatoes (Aloo),teaspoons Pav bhaji masala,teaspoon Chaat Masala Powder,/ cup Green peas (Matar),tablespoon Lemon juice,tablespoons Butter,Salt"
1020,"Canned black beans,Tomatoes,Red Yellow and Green Bell Peppers (Capsicum),Red onion,cup Sweet corn,teaspoon Dried oregano,Parsley leaves,Salt,tablespoons Extra Virgin Olive Oil,tablespoons Fresh orange juice,cloves Garlic,/ teaspoon Orange Zest (Rind),/ teaspoon Dried oregano,teaspoon Cumin powder (Jeera),/ teaspoon Black pepper powder,Salt"
1021,"cup Rice,/ cup Horse Gram Dal (Kollu/ Kulith),teaspoon Methi Seeds (Fenugreek Seeds),Water,Sunflower Oil,Salt,Potato (Aloo),Onion,/ teaspoon Mustard seeds,sprig Curry leaves,/ teaspoon Turmeric powder (Haldi),/ teaspoon Red Chilli powder,Green Chilli,/ cup Coriander (Dhania) Leaves,teaspoon Sunflower Oil"
1022,"grams Amaranth Leaves,/ teaspoon Khus Khus,/ cup Peanuts,Dry Red Chillies,Buds Garlic,inch Ginger,teaspoon Cumin Powder,Salt,mustard oil"
1023,"Greens,to  tablespoons Mustard oil,Whole Eggs,teaspoon Asafoetida (hing),Dry Red Chilli,Green Chilli,Sunflower Oil"
1024,"Colocasia root (Arbi),tablespoon Extra Virgin Olive Oil,Salt,Black pepper powder,Amchur (Dry Mango Powder)"
1025,"cup Green Moong Dal (Whole),teaspoon Cumin seeds (Jeera),sprig Curry leaves,inch Ginger,Green Chillies,/ teaspoon Turmeric powder (Haldi),Lemon,sprig Coriander (Dhania) Leaves,teaspoon Sunflower Oil,teaspoon Salt"
1026,"cups Urad Dal Flour,cups Ghee,/ cup Milk,cup Sugar,cups Khoya (Mawa),tablespoon Gond (natural gum),/ cup Raisins,/ cup Cashew nuts,/ cup Badam (Almond),tablespoons Pistachios,tablespoons Dry ginger powder,tablespoons Cardamom Powder (Elaichi),tablespoons Cinnamon Powder (Dalchini),tablespoons Cloves (Laung),tablespoon Black pepper powder,/ tablespoon Peepramul powder (ganthoda),Badam (Almond)"
1027,"cup Green Moong Sprouts,/ cup Fresh Pomegranate Fruit Kernels,Brussel sprouts,Cranberries,teaspoon Honey,Green Chilli,Lemon,Salt and Pepper"
1028,"cup Roasted Gram Dal (Pottukadalai),/ cup Jaggery,teaspoon Cardamom Powder (Elaichi),/ cup Almond Meal (Badam Powder),/ cup Ghee"
1029,"Kokum (Malabar Tamarind),/ cup Fresh coconut,sprig Coriander (Dhania) Leaves,teaspoon Cumin seeds (Jeera),teaspoon Mustard seeds,Dry Red Chillies,sprig Curry leaves,pinch Asafoetida (hing),cloves Garlic"
1030,"tablespoon Kokum (Malabar Tamarind),cup Water,tablespoon Jaggery,tablespoon Ghee,teaspoon Cumin seeds (Jeera),Dry Red Chillies,/ teaspoon Asafoetida (hing),Curry leaves,teaspoon Coriander (Dhania) Leaves,Salt"
1031,"cup Instant Oats (Oatmeal),/ cup Water,Onion,sprig Curry leaves,Green Chillies,teaspoon Ginger,tablespoon Lemon juice,tablespoon Sunflower Oil,teaspoon Mustard seeds,teaspoon Cumin seeds (Jeera),teaspoon White Urad Dal (Split),tablespoon Chana dal (Bengal Gram Dal),/ teaspoon Asafoetida (hing),/ teaspoon Turmeric powder (Haldi),Salt,Coriander (Dhania) Leaves,Roasted Peanuts (Moongphali)"
1032,"Green beans (French Beans),Carrot (Gajjar),Sweet Potato,Brinjal (Baingan / Eggplant),Green zucchini,Red Yellow or Green Bell Pepper (Capsicum),Onion,cup Spinach,cloves Garlic,inch Cinnamon Stick (Dalchini),teaspoon Curry powder,/ teaspoon Turmeric powder (Haldi),cup Fresh orange juice,Badam (Almond),Raisins,teaspoon Black pepper powder,tablespoons Sunflower Oil"
1033,"grams Britannia Cheese Block,Green Chillies,Onions,/ cup Mint Leaves (Pudina),teaspoon Cumin powder (Jeera),cups Whole Wheat Flour,teaspoon Kalonji (Onion Nigella Seeds),Salt,Ghee"
1034,"grams Boneless chicken,sprig Curry leaves,inch Ginger,cloves Garlic,Green Chillies,tablespoon Rice flour,tablespoons All Purpose Flour (Maida),tablespoon Gram flour (besan),tablespoons Kashmiri Red Chilli Powder,Salt,teaspoon Sambar Powder,teaspoon Cumin powder (Jeera),teaspoon Coriander Powder (Dhania),Sunflower Oil"
1035,"radishes,/ cup yellow moong dal,tsp turmeric powder,green chillies,tsp ginger,tbsp coconut,tbsp ghee,teaspoon mustard,dry red chillies,asafetida,coriander leaves,lemon"
1036,"Small Brinjal (Baingan / Eggplant),Tomato,/ cup Tamarind Water,/ teaspoon Turmeric powder (Haldi),Salt,tablespoon Coriander (Dhania) Seeds,teaspoons Arhar dal (Split Toor Dal),teaspoon Cumin seeds (Jeera),Dry Red Chillies,cloves Garlic,teaspoon Whole Black Peppercorns,sprig Curry leaves,sprig Coriander (Dhania) Leaves,teaspoons Ghee,teaspoon Mustard seeds,Dry Red Chilli,Curry leaves,pinch Asafoetida (hing)"
1037,"beetroot,/ teaspoon mustard,/ teaspoon cumin seeds,teaspoon white urad dal,curry leaves,/ teaspoon asafoetida,/ teaspoon turmeric powder,tablespoon coconut,Oil,Salt,/ cup small onion,green chillies"
1038,"tomatoes,/ cup small onions,green chili,/ tsp asafoetida,/ tsp turmeric powder,tbsp sesame oil,salt,tsp sesame oil,/ tsp rye,tsp white urad dal,curry leaves"
1039,"grams Khoya (Mawa),tablespoons Sugar,teaspoon Saffron strands,tablespoons Milk,/ teaspoon Cardamom Powder (Elaichi),tablespoon Pistachios,/ teaspoon Ghee"
1040,"cup Brown Rice,cup Button mushrooms,cup Methi Leaves (Fenugreek Leaves),Onions,Tomatoes,Green Chillies,cloves Garlic,teaspoon Red Chilli powder,teaspoon Coriander Powder (Dhania),/ teaspoon Turmeric powder (Haldi),Salt,tablespoons Sunflower Oil"
1041,"Onions,teaspoon Cumin seeds (Jeera),tablespoons Black Urad Dal (Split),tablespoon Tamarind Paste,Dry Red Chillies,/ teaspoon Jaggery,teaspoons Sunflower Oil,Salt,teaspoon Mustard seeds,sprig Curry leaves,/ teaspoon Sunflower Oil"
1042,"cup Arhar dal (Split Toor Dal),/ cup Chana dal (Bengal Gram Dal),Dry Red Chillies,teaspoon Whole Black Peppercorns,teaspoon Cumin seeds (Jeera),Curry leaves,/ teaspoon Asafoetida (hing),Salt"
1043,"cup Route Pasta,tablespoon Extra Virgin Olive Oil,/ cup Sweet corn,Del Monte Black Olives,/ cup Tomato Basil Pasta Sauce,Red Bell pepper (Capsicum),Onion,cloves Garlic,/ cup Soy granules,Brinjal (Baingan / Eggplant),teaspoons Red Chilli flakes,teaspoon Whole Black Peppercorns,sprig Basil leaves,sprig Parsley leaves,/ cup Gouda cheese,tablespoons Whole Wheat Bread crumbs"
1044,"/ cup Bisi Bele Bhat Spice Powder,Pearl onions (Sambar Onions),Green Bell Pepper (Capsicum),Carrots (Gajjar),/ cup Green peas (Matar),/ cup Green beans (French Beans),Potato (Aloo),Drumstick,Tomatoes,cups Tamarind Water,teaspoons Jaggery,Salt,cup Barnyard Millet,cup Arhar dal (Split Toor Dal),/ teaspoon Turmeric powder (Haldi),Salt,tablespoon Ghee,teaspoon Mustard seeds,/ teaspoon Cumin seeds (Jeera),Dry Red Chilli,sprig Curry leaves,Coriander (Dhania) Leaves"
1045,"cup Arhar dal (Split Toor Dal),/ teaspoon Turmeric powder (Haldi),/ cup Water,teaspoon Maharashtrian Goda Masala,grams Tamarind,/ teaspoon Jaggery,Salt,Coriander (Dhania) Leaves,teaspoon Sunflower Oil,teaspoon Ghee,teaspoon Mustard seeds,teaspoon Cumin seeds (Jeera),/ teaspoon Asafoetida (hing),sprig Curry leaves,Green Chillies"
1046,"Onions,cup Gram flour (besan),/ teaspoon Turmeric powder (Haldi),teaspoon Red Chilli powder,teaspoon Ajwain (Carom seeds),pinch Asafoetida (hing),Salt"
1047,"cup Khichdi/Pongal,/ cup Rice flour,Sunflower Oil,/ cup Onion,Salt"
1048,"/ cup Foxtail Millet,/ cup Curd (Dahi / Yogurt),/ cup Carrot (Gajjar),Green Chillies,/ inch Ginger,pinch Enos fruit salt,Coriander (Dhania) Leaves,Water,Salt,teaspoon Sunflower Oil,/ teaspoon Mustard seeds,/ teaspoon White Urad Dal (Split),/ teaspoon Chana dal (Bengal Gram Dal),Cashew nuts,Curry leaves"
1049,"cup Gram flour (besan),/ cup Instant Oats (Oatmeal),/ cup Sugar,/ tablespoon Cardamom Powder (Elaichi),/ cup Ghee,tablespoon Pistachios"
1050,"/ cup Jaggery,cup Coconut milk,Cardamom (Elaichi) Pods/Seeds,/ teaspoon Ghee,/ cup Rice flour,/ cup Hot water,Salt,Banana leaf,/ teaspoon Sunflower Oil,Cashew nuts,/ cup Fresh coconut,Raisins,teaspoon Ghee"
1051,"grams Paneer,Ghee,tablespoons pickle,onions,tablespoon ginger garlic paste,/ tablespoon red chili powder,/ teaspoon turmeric Powder,/ teaspoon cumin powder,/ teaspoon garam masala powder,teaspoon celery,teaspoon fennel,water,capsicum (green),cup tomato puree,Teaspoon Kasuri methi,salt,Few branch green coriander"
1052,"Herring Fish Steaks,teaspoon Ginger Garlic Paste,tablespoons Apple cider vinegar,tablespoon Extra Virgin Olive Oil,/ teaspoon Celery,tablespoon Kasundi mustard sauce,teaspoon Lemon juice,Salt,teaspoon Red Chilli flakes"
1053,"ml Coconut milk,tablespoon Coconut Sugar,Pears,/ inch Cinnamon Stick (Dalchini),Cardamom (Elaichi) Pods/Seeds,tablespoon Slivered Almonds (Badam)"
1054,"grams Mutton,tablespoons Curd (Dahi / Yogurt),tablespoons Ginger Garlic Paste,teaspoon Red Chilli powder,teaspoon Kashmiri Red Chilli Powder,/ teaspoon Turmeric powder (Haldi),tablespoons Mustard oil,Whole Eggs,Potatoes (Aloo),tablespoons Mustard oil,tablespoon Ghee,/ teaspoon Radhuni,/ teaspoon Methi Leaves (Fenugreek Leaves),Bay leaf (tej patta),Onion,Tomato,teaspoon Ginger,teaspoon Garlic,Salt,inch Cinnamon Stick (Dalchini),Cardamom (Elaichi) Pods/Seeds,Black cardamom (Badi Elaichi),Mace (Javitri),/ teaspoon Nutmeg powder,teaspoon Cumin seeds (Jeera),tablespoon Coriander (Dhania) Seeds,Green Chillies,Dry Red Chilli,Whole Black Peppercorns"
1055,"grams All Purpose Flour (Maida),/ teaspoon Salt,teaspoons Active dry yeast,tablespoons Sugar,Whole Eggs,tablespoon Butter,ml Milk,cup Homemade Pizza And Pasta Sauce,tablespoon Milk,tablespoons Sunflower Oil"
1056,"/ cup Avarekalu / Lilva Beans,Potato (Aloo),Brinjal (Baingan / Eggplant),cloves Garlic,Pearl onions (Sambar Onions),Tomato,Salt,grams Tamarind,/ cup Fresh coconut,tablespoon Red Chilli powder,teaspoon Coriander (Dhania) Leaves,/ teaspoon Turmeric powder (Haldi),sprig Coriander (Dhania) Leaves,/ teaspoon Mustard seeds,/ teaspoon Cumin seeds (Jeera),/ teaspoon White Urad Dal (Split),sprig Curry leaves,Sunflower Oil"
1057,"Tomatillo,Green Chillies,/ cup Coriander (Dhania) Leaves,teaspoons Lemon juice,teaspoon Sugar,. tablespoons Extra Virgin Olive Oil,Salt"
1058,"tablespoon ginger garlic paste,/ cup curd,onions,bay leaves,big cardamom,/ inch lentil sugar,teaspoon red chilli powder,/ teaspoon turmeric powder,teaspoon coriander powder,salt,oil,water,sprig of green coriander,grams cabbage,/ cup gram flour,teaspoon red chilli powder,green chillies,salt,water,oil"
1059,"kg Chicken,tablespoons Sunflower Oil,Barbeque sauce,Spring Onion (Bulb & Greens),teaspoon Lemon juice,grams Basmati rice,cup Green peas (Matar),cup Coconut milk,/ cup Spring Onion (Bulb & Greens),sprig Fresh Thyme leaves,cloves Garlic,Bay leaf (tej patta),teaspoon All spice powder"
1060,"kg Blanched tomatoes,tablespoons Extra Virgin Olive Oil,cloves Garlic,Onion,Basil leaves,Salt,Whole Black Peppercorns,teaspoons Sugar"
1061,"cup green peas,potato,/ cup cheese,tomato,Asafoetida,onion,tablespoon ginger garlic paste,teaspoon red chilli powder,/ teaspoon turmeric powder,coriander leaves,teaspoon coriander Powder,/ teaspoon garam masala powder,oil,water,salt"
1062,"cup Foxtail Millet,grams Button mushrooms,inch Cinnamon Stick (Dalchini),Cardamom (Elaichi) Pods/Seeds,Onion,cloves Garlic,tablespoon Dried oregano,tablespoon Rosemary,teaspoon Black pepper powder,/ teaspoon Turmeric powder (Haldi),Prunes,tablespoon Raisins,Salt"
1063,"cup arhar dal,tomato,cup okra,tablespoons oil,teaspoon fenugreek seeds,teaspoon mustard,dry red chillies,curry leaves,asafetida,tablespoons Gram flour,teaspoon red chilli powder,tablespoon tamarind paste,teaspoon turmeric powder,tablespoon jaggery,salt"
1064,"cups green tur dal,/ cup oil,green chilies,garlic,/ cup green coriander,salt,tablespoon butter,teaspoon mustard"
1065,"grams Gawar Phali (Kothavarangai / Cluster beans),Onion,teaspoon Mustard seeds,Dry Red Chilli,sprig Curry leaves,Asafoetida (hing),tablespoons Fresh coconut,Green Chilli,teaspoons Sunflower Oil,Salt"
1066,"Raw Banana,Tomatoes,inch Ginger,Bay leaves (tej patta),teaspoon Turmeric powder (Haldi),/ teaspoon Asafoetida (hing),teaspoon Coriander Powder (Dhania),/ teaspoon Garam masala powder,Red Chilli powder,Salt"
1067,"radishes,/ cup pigeonpea,/ onion,tablespoons coconut,green chilli,dry red chillies,teaspoon coriander seeds,Tamarind,/ teaspoon Jaggery,salt"
1068,"/ cup Chia Seeds,/ cup Tender coconut water,tablespoon Coconut milk,Orange,/ cup Blueberries,tablespoon Pistachios,Honey,Mint Leaves (Pudina)"
1069,"Whole Wheat Tawa Paratha,Lettuce leaves,grams Paneer (Homemade Cottage Cheese),Red Bell pepper (Capsicum),Onion,tablespoons Del Monte Tandoori Mayo"
1070,"grams Paneer,chakundar,onion,green chillies,inch ginger,bud garlic,teaspoon coriander powder,teaspoon turmeric,teaspoon garam masala powder,/ cup coconut milk,teaspoons oil,salt,red chili powder"
1071,"cup Gram flour (besan),/ teaspoon Ajwain (Carom seeds),/ teaspoon Red Chilli powder,tablespoons Curd (Dahi / Yogurt),tablespoons Sunflower Oil,Salt,cup Cooked rice,tablespoon Ghee,cloves Garlic,Onion,teaspoon Turmeric powder (Haldi),/ teaspoon Red Chilli powder,Bay leaf (tej patta),Cloves (Laung),inch Cinnamon Stick (Dalchini),Salt,sprig Coriander (Dhania) Leaves"
1072,"g Paneer,tablespoons all purpose flour (All Purpose Flour),salt,coriander,tsp cumin powder,ginger,tbsp honey,cups tomato puree,teaspoon coriander powder,/ teaspoon garam masala powder,/ teaspoon turmeric powder,/ cup Hung yogurt,fenugreek seeds,salt,oil"
1073,"teaspoon Chia Seeds,cup Chilled water,cup Ice cubes,Lemon,tablespoons Sugar,Black Salt (Kala Namak),Cumin powder (Jeera),Black pepper powder,Mint Leaves (Pudina)"
1074,"/ cup Instant Oats (Oatmeal),cup Lukewarm Water,/ cup Coconut milk,teaspoons Honey,/ teaspoon Cinnamon Powder (Dalchini),/ teaspoon Dry ginger powder,Ripe Bananas,Dates,tablespoon Anardana Powder (Pomegranate Seed Powder),tablespoons Walnuts,Salt"
1075,"cups Cooked rice,teaspoon Cumin seeds (Jeera),to  Curry leaves,Green Chilli,Carrot (Gajjar),Green Bell Pepper (Capsicum),Onion,/ teaspoon Red Chilli powder,/ teaspoon Black pepper powder,Ghee,Coriander (Dhania) Leaves,Salt"
1076,"teaspoon Ghee,tablespoons Chana dal (Bengal Gram Dal),tablespoon White Urad Dal (Split),tablespoon Coriander (Dhania) Seeds,/ teaspoon Methi Seeds (Fenugreek Seeds),teaspoon Mustard seeds,Dry Red Chillies,/ cup Fresh coconut,cup Rice,/ cup Pink Masoor Dal (Split),/ cup Potato (Aloo),/ cup Green beans (French Beans),/ cup Bottle gourd (lauki),/ cup Onion,teaspoons Ghee,teaspoons Sunflower Oil,/ teaspoon Mustard seeds,/ teaspoon Cumin seeds (Jeera),Dry Red Chillies,Green Chilli,/ teaspoon Asafoetida (hing),/ teaspoon Turmeric powder (Haldi),/ cup Tamarind Water,tablespoon Jaggery,cups Water,Salt,tablespoons Coriander (Dhania) Leaves"
1077,"grams Pineapple,sprig Dill leaves,/ cups Sugar,/ cup Water,cup Ice cubes"
1078,"grams All Purpose Flour (Maida),grams Butter (unsalted),grams Icing Sugar,Whole Egg,teaspoon Salt,grams Paneer (Homemade Cottage Cheese),/ cup Green Bell Pepper (Capsicum),/ cup Onion,cloves Garlic,Green Chillies,/ cup Spring Onion Greens,Salt,teaspoon Black pepper powder,teaspoon Turmeric powder (Haldi),teaspoon Green Chilli Sauce,sprig Curry leaves,teaspoon Mustard seeds,teaspoon Corn flour,Lemon"
1079,"cups Bajra Flour ( Pearl Millet),/ cup Whole Wheat Flour,Salt,tablespoon Ghee,Lukewarm Water"
1080,"tablespoon Milk Powder,ml Coconut milk,grams Condensed Milk,Whole Eggs,Sunflower Oil,grams All Purpose Flour (Maida),grams Black sesame seeds,teaspoon Active dry yeast,ml Lukewarm Water,grams Sugar,tablespoon Sunflower Oil"
1081,"cups Hung Curd (Greek Yogurt),cup Caster Sugar,teaspoon Cardamom Powder (Elaichi),Saffron strands,/ cup Pistachios,cup Fresh fruits"
1082,"cup Moth Sprouts (Matki),/ cup Horse Gram Dal (Kollu/ Kulith),teaspoon Ajwain (Carom seeds),teaspoon Mustard seeds,pinch Asafoetida (hing),teaspoon Red Chilli powder,tablespoon Fresh coconut,Lemon juice,Salt,Water,sprig Curry leaves,Dry Red Chillies"
1083,"Whole Eggs,tablespoon Sunflower Oil,tablespoon Cumin seeds (Jeera),Onions,Green Chilli,Tomatoes,tablespoon Ginger Garlic Paste,tablespoon Red Chilli powder,/ teaspoon Turmeric powder (Haldi),tablespoon Coriander Powder (Dhania),/ tablespoon Garam masala powder,/ cup Coconut milk,Salt,Coriander (Dhania) Leaves"
1084,"grams tomatoes,green chillies,cloves garlic,teaspoon fenugreek seeds,salt,teaspoon jaggery,sprig curry leaves,onion,teaspoon mustard,oil"
1085,"/ cup Polenta,/ cup Sooji (Semolina/ Rava),cup Broccoli,tablespoon Cashew nuts,cup Curd (Dahi / Yogurt),/ cup Water,Green Chilli,inch Ginger,/ teaspoon Asafoetida (hing),sprig Curry leaves,teaspoon Mustard seeds,teaspoon White Urad Dal (Split),teaspoon Sunflower Oil,/ teaspoon Enos fruit salt,Salt"
1086,"Whole Eggs,/ cup Milk,grams Button mushrooms,teaspoon Dried oregano,teaspoon Black pepper powder,Salt,Spinach Leaves (Palak),grams Goat Cheese,tablespoon Butter,Sunflower Oil"
1087,"cups Mixed dry fruits,/ cup Rum,/ cup Sugar,/ cup Hot water,cup Vivatta Maida,/ teaspoon Baking powder,/ teaspoon Baking soda,Cloves (Laung),Cardamom (Elaichi) Pods/Seeds,pinch Cinnamon Powder (Dalchini),pinch Nutmeg powder,tablespoons Butter (unsalted),/ cup Sugar,Whole Eggs,cups Mixed nuts,/ cup Tutti frutti,pinch Salt"
1088,"cup Kabuli Chana (White Chickpeas),Green Bell Pepper (Capsicum),Onions,teaspoons Ginger Garlic Paste,teaspoons Coriander Powder (Dhania),teaspoon Red Chilli powder,teaspoon Cumin powder (Jeera),/ teaspoon Turmeric powder (Haldi),teaspoon Kasuri Methi (Dried Fenugreek Leaves),/ cup Cashew nuts,cup Homemade tomato puree,Sunflower Oil,Salt"
1089,"All Purpose Pie Crust,ml Heavy whipping cream,grams Dark chocolate,teaspoon Rock Salt,Fresh Cherries"
1090,"/ cup Green Moong Dal (Whole),/ cup Fresh coconut,Dry Red Chilli,/ teaspoon Tamarind Paste,teaspoons Coconut Oil,teaspoon Mustard seeds,sprig Curry leaves,Salt"
1091,"cup Egg noodles,/ cup Broccoli,Carrots (Gajjar),/ cup Purple cabbage,/ cup Button mushrooms,tablespoons Green peas (Matar),cloves Garlic,Fresh Red chillies,Salt,tablespoons Sunflower Oil,cup Coconut milk,tablespoons Raw Peanuts (Moongphali),cloves Garlic,teaspoon Lemon juice,to  tablespoons Thai Red Curry Paste"
1092,"Mango (Ripe),Green Chillies,/ cup Fresh coconut,teaspoon Cumin seeds (Jeera),tablespoon Jaggery,/ teaspoon Turmeric powder (Haldi),/ cup Curd (Dahi / Yogurt),tablespoons Coconut Oil,to  Dry Red Chilli,sprig Curry leaves,/ teaspoon Mustard seeds,Salt"
1093,"cup Kabuli Chana (White Chickpeas),teaspoon Mustard seeds,sprig Curry leaves,Cloves (Laung),Onion,/ cup Fresh coconut,/ cup Tamarind Water,Sunflower Oil,Salt,Byadagi Dried Chillies,tablespoon Coriander (Dhania) Seeds,teaspoon Cumin seeds (Jeera),teaspoon Whole Black Peppercorns,teaspoon Turmeric powder (Haldi)"
1094,"Whole Wheat Brown Bread,/ cup Green Moong Sprouts,/ cup Masoor Dal (Whole),/ cup Rajma (Large Kidney Beans),/ cup Kala Chana (Brown Chickpeas),Onion,Onion,Tomato,cloves Garlic,teaspoon Red Chilli powder,teaspoon Chaat Masala Powder,/ teaspoon Turmeric powder (Haldi),tablespoon Coriander (Dhania) Leaves,tablespoon Sunflower Oil,Salt"
1095,"grams Lotus Stem,teaspoon Red Chilli powder,/ teaspoon Cumin powder (Jeera),/ teaspoon Chaat Masala Powder,teaspoon Black pepper powder,/ teaspoon Amchur (Dry Mango Powder),Salt,tablespoon Onions,Coriander (Dhania) Leaves,tablespoon Green Chutney (Coriander & Mint),/ teaspoon Sweet Chutney (Date & Tamarind)"
1096,"cups Whole Wheat Flour,/ cup Almond Meal (Badam Powder),/ cup Condensed Milk,/ cup Fresh orange juice,grams Butter,/ cup Sunflower Oil,teaspoon Baking soda,tablespoon Baking powder,pinch Salt,/ teaspoon Cinnamon Powder (Dalchini),/ tablespoon Vanilla Extract,/ cup Buttermilk,cup Badam (Almond),/ cup Pistachios,/ cup Walnuts"
1097,"Beetroots,Sweet Potatoes,/ cup Instant Oats (Oatmeal),Sweet corn,Green Chillies,teaspoon Red Chilli powder,teaspoon Amchur (Dry Mango Powder),teaspoon Cumin powder (Jeera),/ teaspoon Black Salt (Kala Namak),tablespoons Coriander (Dhania) Leaves,inch Ginger,/ cup Whole Wheat Bread crumbs,tablespoons Sunflower Oil,Salt"
