,TranslatedIngredients
1745,"tamarind paste,jaggery,rasam powder,salt,sunflower oil,methi seeds (fenugreek seeds),curry leaves,mustard seeds,asafoetida (hing),to reen chilli"
1746,"potatoes (aloo),s vegetable stock,clovesarlic,s curd (dahi / yogurt),mixed herbs (dried),s classic mayonnaise (with egg),fresh cream,vinegar,spricoriander (dhania) leaves,stalks sprinonionreens,salt and pepper"
1748,"carrots,capsicum (green),mustard,cumin seeds,white urad dal,spricurry leaves,green chillies,coconut,salt,sesame oil"
1749,"button mushrooms,cumin seeds (jeera),onion,clovesarlic,inchinger,green bell pepper (capsicum),red bell pepper (capsicum),carrot (gajjar),tomato,brown cardamom (badi elaichi),kasuri methi (dried fenugreek leaves),turmeric powder (haldi),red chilli powder,coriander powder (dhania),aram masala powder,hee,salt,honey"
1750,"carrot (gajjar),beetroot,s curd (dahi / yogurt),cumin powder (jeera),red chilli powder,salt,chaat masala powder,mint leaves (pudina)"
1751,"tortillas,carrot (gajjar),cabbage (pattaobi/ muttaikose),onions,sour cream,black pepper powder,salt,sunflower oil,basa fish,salt,black pepper powder,whole egg,rice flour,corn flour,all purpose flour (maida),dry mix herbs,cheese"
1752,"jowar flour (sorghum),onion,green chilli,coriander (dhania) leaves,spricurry leaves,sesame seeds (til seeds),ajwain (carom seeds),sunflower oil,salt"
1753,"sesame (gingelly) oil,mustard seeds,cumin seeds (jeera),asafoetida (hing),spricurry leaves,green chillies,salt,fresh coconut,reen moonsprouts,lemon juice,spricoriander (dhania) leaves"
1754,"tortillas,refried beans,uacamole,whole eggs,tomato salsa,sunflower oil,to   sour cream"
1755,"s poha (flattened rice),onion,carrot (gajjar),reen beans (french beans),cauliflower (gobi),reen peas (matar),roasted peanuts (moongphali),raisins,kalonji (onion nigella seeds),turmeric powder (haldi),sugar,salt and pepper,lemon juice,coriander (dhania) leaves,sunflower oil"
1756,"boneless chicken,extra virgin olive oil,red yellow andreen bell peppers (capsicum) - cut into,onion,clovesarlic,green chillies,stalks sprinonion (bulb &reens),soy sauce,whole black peppercorns,red chilli powder,whole eggs,rice flour,soy sauce,red chilli sauce,tomato ketchup,whole black peppercorns,honey"
1757,"instant oats (oatmeal),sooji (semolina/ rava),curd (dahi / yogurt),carrot (gajjar),coriander (dhania) leaves,enos fruit salt,salt,sunflower oil,mustard seeds,spricurry leaves,asafoetida (hing),green chillies,chana dal (bengalram dal),cashew nuts"
1758,"reen beans (french beans),raw peanuts (moongphali),maharashtrianoda masala,turmeric powder (haldi),jaggery,red chilli powder,mustard seeds,asafoetida (hing),spricurry leaves,lemon juice,sunflower oil,salt"
1759,"whole wheat brown bread,whole eggs,classic mayonnaise (with egg),cucumber,spricoriander (dhania) leaves,salt and pepper"
1761,"s heavy whippincream,pumpkin puree,brown sugar (demerara sugar),egyolks,pumpkin pie spice,sugar"
1762,"brown rice,kabuli chana (white chickpeas),clovesarlic,inchinger,fennel seeds (saunf),vegetable stock,curry powder,salt,sprigs coriander (dhania) leaves"
1763,"broken wheat (dalia/odumai rava),coconut oil,cardamom (elaichi) pods/seeds,cashew nuts,badam (almond),poppy seeds,fresh coconut,jaggery"
1765,"maize dalia (broken corn meal),ovind bhorice,carrot (gajjar),reen beans (french beans),potato (aloo),hee,panch phoran masala,green chilli,inger,cardamom (elaichi) pods/seeds,bay leaf (tej patta),turmeric powder (haldi),red chilli powder,aram masala powder,s water,salt"
1766,"beetroots,s curd (dahi / yogurt),s water,inchinger,green chilli,chaat masala powder,salt,mustard seeds,spricurry leaves,sunflower oil"
1767,"s all purpose flour (maida),sunflower oil,sugar,milk"
1768,"reen peas (matar),sprinonionreens,sprinonion (bulb &reens),clovesarlic,extra virgin olive oil,salt,black pepper powder,vegetable stock,fresh cream,black pepper powder"
1769,"s whole wheat flour,kasuri methi (dried fenugreek leaves),red chilli powder,cumin powder (jeera),turmeric powder (haldi),kalonji (onion nigella seeds),hee,salt"
1770,"whole wheat flour,kaddu (parangikai/ pumpkin),salt,sunflower oil,ghee"
1771,"kaffir lime leaves,dry red chillies,shallots,curry leaves,salt,tamarind,asafoetida (hing)"
1772,"s khaman dhokla,onion,mustard seeds,green chillies,asafoetida (hing),fresh coconut,coriander (dhania) leaves,sunflower oil"
1773,"singoda flour (water chestnut),sugar,hee,s water,cardamom powder (elaichi),cashew nuts"
1774,"s carrot (gajjar),ram flour (besan),whole wheat flour,red chilli powder,turmeric powder (haldi),cumin powder (jeera),curd (dahi / yogurt),sunflower oil,lemon juice,sugar,salt,sunflower oil,sesame seeds (til seeds),mustard seeds,cumin seeds (jeera),asafoetida (hing),spricurry leaves,green chilli"
1775,"s soy chunks (nuggets),green bell pepper (capsicum),s water,sunflower oil,clovesarlic,cumin seeds (jeera),curry leaves,pearl onions (sambar onions),tomato,green chillies,sambar powder,red chilli powder,coriander powder (dhania),salt"
1776,"red bell pepper (capsicum),s rice,onion,tomato,clovesarlic,celery,rajma (large kidney beans),paprika powder,cumin powder (jeera),paneer (homemade cottage cheese),cheddar cheese,salt and pepper,coriander (dhania) leaves,mint leaves (pudina)"
1778,"brussel sprouts,clovesarlic,black pepper powder,mixed herbs (dried),arlic salt,extra virgin olive oil"
1779,"s all purpose flour (maida),whole eggs,salt,extra virgin olive oil,broccoli,extra virgin olive oil,arlic,salt,mozzarella cheese,red chilli flakes,dried oregano,dried thyme leaves,whole black peppercorns,salt,tomatoes,butter,all purpose flour (maida),s milk,salt,whole black peppercorns,arlic,spinach,del monte whole corn kernels,red chilli flakes,dried thyme leaves,dried oregano,basil leaves,salt,extra virgin olive oil"
1781,"fish,curd (dahi / yogurt),kasundi mustard sauce,kalonji (onion nigella seeds),turmeric powder (haldi),red chilli powder,green chillies,mustard oil,salt"
1783,"makki ka atta (yellow corn meal flour),all purpose flour (maida),sunflower oil,salt"
1784,"ragi flour (finger millet/ nagli),whole wheat flour,salt,sunflower oil,paneer (homemade cottage cheese),green chillies,mint leaves (pudina),cumin powder (jeera),salt,ghee"
1786,"reen beans (french beans),onion,spricurry leaves,clovesarlic,turmeric powder (haldi),coconut milk,salt,coconut oil"
1787,"reen peas (matar),butter (unsalted),salt"
1790,"brown rice,spinach leaves (palak),reen bell pepper (capsicum),red bell pepper (capsicum),carrot (gajjar),sweet corn,to  strawberries,cranberries,onion,badam (almond),feta cheese,extra virgin olive oil,apple cider vinegar,honey,clovesarlic,salt,black pepper powder"
1791,"green chilli,baby potatoes,turmeric powder (haldi),clovesarlic,spricurry leaves,sunflower oil,ram flour (besan),rice flour"
1793,"ripe bananas,whole eggs,curd (dahi / yogurt),sunflower oil,brown sugar (demerara sugar),chocolate chips,flax seeds,instant oats (oatmeal),quinoa,whole wheat flour,cocoa powder,bakinpowder,bakinsoda,salt"
1794,"rajma (large kidney beans),sprouted ragi,potatoes (aloo),green chillies,turmeric powder (haldi),coriander powder (dhania),aram masala powder,amchur (dry mango powder),makki ka atta (yellow corn meal flour),spricoriander (dhania) leaves,milk,whole wheat bread crumbs,salt,sunflower oil"
1795,"sweet potatoes,onion,lemonrass,coconut milk,thai red curry paste,turmeric powder (haldi),coconut oil,salt,clovesarlic,onion,inchinger,inch fresh turmeric root,green chillies,roasted peanuts (moongphali),coriander (dhania) leaves"
1796,"carrots (gajjar),green bell pepper (capsicum),mustard seeds,cumin (jeera) seeds,white urad dal (split),spricurry leaves,asafoetida (hing),green chillies,fresh coconut,salt,sesame (gingelly) oil"
1797,"paneer (homemade cottage cheese),hee,bay leaf (tej patta),star anise,brown cardamom (badi elaichi),inch cinnamon stick (dalchini),green chillies,kasuri methi (dried fenugreek leaves),cashew nuts,milk,curd (dahi / yogurt),salt"
1798,"s basmati rice,salt,banana stem,bay leaf (tej patta),cinnamon powder (dalchini),hee,cashew nuts,raisins,sunflower oil,sugar"
1799,"chicken breasts,onion,clovesarlic,inchinger,raw papaya,kababchini (tailed pepper),cardamom powder (elaichi),red chilli powder,coriander (dhania) powder,mughlai meetha attar,rose water,saffron strands,aram masala powder,ram flour (besan),salt,ghee,sunflower oil"
1800,"hard taco shells,summer salad,tomato salsa,sour cream,potatoes (aloo),roasted peanuts (moongphali),chaat masala powder,cumin powder (jeera),amchur (dry mango powder),salt,lemon juice,lemon juice"
1801,"instant oats (oatmeal),cashew nuts,badam (almond),whole wheat flour,honey,curd (dahi / yogurt),bakinsoda,vanilla extract"
1802,"badam (almond),hee,s milk,sugar,khoya (mawa),mixed nuts"
1805,"karela (bitterourd/ pavakkai),potatoes (aloo),turmeric powder (haldi),red chilli powder,aram masala powder,chaat masala powder,salt,sunflower oil"
1806,"hakka noodles,chicken breasts,onion,green bell pepper (capsicum),carrot (gajjar),clovesarlic,green chillies,soy sauce,vinegar,red chilli sauce,sunflower oil,salt,black pepper powder"
1807,"bottleourd (lauki),shrimps,cumin seeds (jeera),bay leaf (tej patta),inchinger,tomato,turmeric powder (haldi),cumin powder (jeera),salt,sugar"
1810,"s whole wheat flour,salt,raw banana,ajwain (carom seeds),aram masala powder,amchur (dry mango powder),coriander powder (dhania),turmeric powder (haldi),green chillies,sugar,spricoriander (dhania) leaves"
1811,"lemon  cake - cut into,coconut milk,corn flour,sugar,strawberries,walnuts"
1812,"s soy chunks (nuggets),onion,tomatoes,green chillies,bay leaf (tej patta),black cardamom (badi elaichi),cloves (laung),whole black peppercorns,inch cinnamon stick (dalchini),ingerarlic paste,turmeric powder (haldi),coriander powder (dhania),red chilli powder,aram masala powder,lemon juice,salt,sunflower oil"
1813,"reen beans (french beans),onion,clovesarlic,homemade tomato puree,black raisins,whole black peppercorns,red chilli flakes,spricoriander (dhania) leaves,salt,extra virgin olive oil"
1814,"s cooked rice,salt,mustard seeds,white urad dal (split),spricurry leaves,turmeric powder (haldi),roasted peanuts (moongphali),sambar powder,ingelly oil,fresh coconut,coriander (dhania) leaves,curry leaves,ghee"
1816,"methi leaves (fenugreek leaves),spinach leaves (palak),paneer (homemade cottage cheese),green chillies,onion,cumin seeds (jeera),mustard oil,turmeric powder (haldi),coriander powder (dhania),aram masala powder,fresh cream,water,salt"
1817,"cocoa powder,sugar,corn flour,salt,s milk,dark chocolate chips,butter (unsalted)"
1818,"ragi flour (finger millet/ nagli),strawberries,fresh coconut,salt,sunflower oil"
1819,"s penne pasta,butter,clovesarlic,lemon juice,lemon,rosemary,black pepper powder,mozzarella cheese"
1820,"s heavy whippincream,condensed milk,lemon juice,s strawberry compote"
1821,"spaghetti pasta,extra virgin olive oil,clovesarlic,badam (almond),green chillies,lemon juice,salt,parmesan cheese"
1822,"pizza base - (homemade/store,mozzarella cheese,onions,soyranules,sweet corn,homemade tomato puree,dried oregano,butter,tomatoes,clovesarlic,sunflower oil,sugar,dried oregano,red chilli flakes,salt,black olives,cherry tomatoes"
1824,"jamun (black plum),s chilled water,honey,black pepper powder,salt,lemon,mint leaves (pudina)"
1825,"methi seeds (fenugreek seeds),mustard seeds,spricurry leaves,pearl onions (sambar onions),tomatoes,elephant yam (suran/senai/ratalu),tamarind water,sambar powder,jaggery,sesame (gingelly) oil,salt,sunflower oil"
1826,"extra virgin olive oil,lemon juice,salt and pepper,iceberlettuce,tomatoes,english cucumber,red onion,kalmatta olives,feta cheese,spriparsley leaves,kalmatta olives,feta cheese,spriparsley leaves,salt and pepper"
1828,"s mixed sprouts,potatoes (aloo),onions,green chillies,inchinger,clovesarlic,mustard seeds,cumin seeds (jeera),spricurry leaves,maharashtrianoda masala,turmeric powder (haldi),kashmiri red chilli powder,coriander powder (dhania),cumin powder (jeera),sunflower oil,tamarind water,salt,pav buns,onion,sev,lemon,coriander (dhania) leaves"
1829,"mackerel fish,turmeric powder (haldi),lemon juice,curd (dahi / yogurt),milk,aram masala powder,salt,sunflower oil,poppy seeds,onion,clovesarlic,inchinger,whole black peppercorns,coriander (dhania) seeds,cumin seeds (jeera),red chilli powder,turmeric powder (haldi),badam (almond),vinegar"
1830,"curry leaves,chana dal (bengalram dal),black pepper powder,methi seeds (fenugreek seeds),cumin seeds (jeera),tamarind,salt"
1831,"tortillas,cheddar cheese,avocado,iceberlettuce,tomato salsa,lemon,salt,whole black peppercorns,red chilli flakes,button mushrooms,onion,clovesarlic,sunflower oil,red chilli flakes,salt,s rajma (large kidney beans),onion,clovesarlic,cumin powder (jeera),red chilli flakes,spricoriander (dhania) leaves,sunflower oil,salt"
1832,"s all purpose flour (maida),gram butter (unsalted),caster sugar,whole eggs,cranberries,vanilla extract,salt"
1833,"dates,tamarind,dry red chilli,coriander (dhania) leaves,mint leaves (pudina),clovesarlic,inchinger,salt"
1834,"sesame seeds (til seeds),raw peanuts (moongphali),baby potatoes,salt,sunflower oil,cumin seeds (jeera),green chillies,inchinger,clovesarlic,cumin powder (jeera),red chilli powder,aram masala powder,lemon juice,coriander (dhania) leaves,mint leaves (pudina),chaat masala powder"
1835,"tindora (dondakaya/ kovakkai),onion,dry red chilli,methi seeds (fenugreek seeds),coriander (dhania) seeds,cumin seeds (jeera),whole black peppercorns,tamarind,s fresh coconut,clovesarlic,turmeric powder (haldi),salt,sunflower oil"
1836,"s water,spritulsi (holy basil),tea leaves,sugar"
1837,"sunflower oil,chana dal (bengalram dal),dry red chillies,lemon juice,salt,dessicated coconut,tamarind,spricurry leaves,inger"
1838,"mangoinger (manga inji),sesame (gingelly) oil,mustard seeds,red chilli powder,salt,turmeric powder (haldi),lemon juice,asafoetida (hing)"
1839,"ovind bhorice,mixed vegetables,onion,raisins,green chilli,cashew nuts,paneer (homemade cottage cheese),bay leaves (tej patta),cardamom (elaichi) pods/seeds,inch cinnamon stick (dalchini),cloves (laung),sugar,salt,hee,sunflower oil"
1840,"yellow moondal (split),chayote,potato (aloo),carrot (gajjar),reen peas (matar),green chillies,turmeric powder (haldi),salt,curry leaves,black pepper powder,coconut oil"
1841,"sweet potato,extra virgin olive oil,stalks celery,stalks leek,clovearlic,inchinger,s vegetable stock,cinnamon powder (dalchini),peanut butter,honey,heavy whippincream,salt and pepper"
1842,"s all purpose flour (maida),salt,italian seasoning,butter (unsalted) - cut into /,whole egg,chilled water,mozzarella cheese,tomatoes,spribasil leaves,paprika powder,salt"
1843,"broken wheat (dalia/odumai rava),jaggery,cardamom powder (elaichi),raisins,cashew nuts,hee"
1844,"s watermelon,red baby radish,cucumber,mint leaves (pudina),basil leaves,sprinonion (bulb &reens),roasted peanuts (moongphali),lemon zest,rice vinegar,soy sauce,sriracha sauce,inger,lemon juice,black pepper powder,salt"
1845,"tamarind water,chana dal (bengalram dal),jaggery,fresh coconut,cardamom powder (elaichi),methi seeds (fenugreek seeds),coriander (dhania) seeds,ajwain (carom seeds),poppy seeds,dry coconut (kopra),dry red chillies,onion,tomatoes,spricurry leaves,spricoriander (dhania) leaves,mustard seeds,sunflower oil,asafoetida (hing),hee"
1847,"s all purpose flour (maida),bakinpowder,salt,butter,caster sugar,brown sugar (demerara sugar),whole eggs,dark chocolate,walnuts"
1849,"all purpose flour (maida),butter (unsalted),salt,chilled water,lemon juice,button mushrooms,reen zucchini,onion,arlic,dried thyme leaves,butter,sunflower oil,cheese,salt,sesame seeds (til seeds),whole egg,milk"
1850,"potatoes (aloo),inch cinnamon stick (dalchini),clovesarlic,onion,turmeric powder (haldi),red chilli powder,red chilli flakes,mustard seeds,spricurry leaves,lemon juice,sunflower oil,salt"
1851,"s all purpose flour (maida),water,black urad dal (whole),cumin seeds (jeera),fennel seeds (saunf),kashmiri red chilli powder,aram masala powder,inger,sugar,salt,sunflower oil"
1852,"ricotta cheese,cheese,spinach leaves (palak),onion,mixed herbs (dried),red chilli flakes,black pepper powder,cumin powder (jeera),salt,corn flour,extra virgin olive oil,clovesarlic,spribasil leaves,s homemade tomato puree,mixed herbs (dried),salt,sugar,black pepper powder,red chilli powder"
