,TranslatedIngredients
503,"2 radishes - washed, 1/8 teaspoon turmeric powder, 2 teaspoons red chilli powder, 1 teaspoon coriander powder, salt - as per taste, 1 teaspoon chana dal, 1 tablespoon sesame oil, 1 teaspoon black urad dal (Split), 1 teaspoon Cumin seeds, 1 sprig Curry leaves"
504,"500 grams Mutton,1-1/2 cups Curd (Dahi / Yogurt),2 Cardamom (Elaichi) Pods/Seeds,1 Brown cardamom (Badi Elaichi),1 teaspoon Black pepper corns,4 Cloves (Laung),1 inch Cinnamon stick,1 teaspoon Cumin (Jeera) seeds,1 Onion - sliced,8 cloves Garlic,1 inch Ginger,4 Green Chillies,1-1/2 teaspoons Coriander (Dhania) Powder,1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Garam masala powder,1/4 cup Coriander (Dhania) Leaves,Ghee - for cooking,2 cups Whole Wheat Flour,Water - for kneading"
505,"5 Idli,1 Onion,1 Green Bell Pepper (Capsicum),1 teaspoon Ginger - grated,1 teaspoon Red Chilli powder,2 Soy sauce,2 Green Chillies - (adjust),1 tablespoon Sunflower Oil,1-2 tablespoons Dried oregano,Salt - to taste,1-2 teaspoons Spring Onion Greens - chopped,1 teaspoon Coriander (Dhania) Leaves - chopped"
506,"1 Pineapple - chopped into medium cubes,1 Mango (Ripe) - chopped into medium cubes,1 cup Green seedless Grapes,4 tablespoon Fresh coconut,1 Dry Red Chilli,1 teaspoon Jaggery,1 teaspoon Mustard seeds,1 teaspoon Mustard seeds,1 sprig Curry leaves,Sunflower Oil - for cooking"
507,"1 Cucumber - peeled and cubed,2 tablespoons Coriander (Dhania) Leaves - finely chopped,1 Green Chilli - finely chopped,2 tablespoons Fresh coconut - grated,2 tablespoons Roasted Peanuts (Moongphali) - roughly crushed in a mortar and pestle,1/2 teaspoon Sugar,2 teaspoons Lemon juice,Salt - to taste,1 teaspoon Ghee,1/2 teaspoon Mustard seeds,1 Dry Red Chilli,1 sprig Curry leaves"
508,"500 grams All Purpose Flour (Maida),1/4 cup Sooji (Semolina/ Rava),2 tablespoons Sunflower Oil,Water - as required,200 grams Roasted Gram Flour (Sattu Ka Atta),1/2 teaspoon Ajwain (Carom seeds),1/2 teaspoon Salt,2 tablespoons Mustard oil,2 teaspoons Lemon juice,1/4 cup Pickle - red chilli pickle,1-1/2 teaspoon Garlic - finely chopped,1-1/2 teaspoon Ginger - finely chopped,2 Green Chillies - finely chopped,1 Onion - small,3 Coriander (Dhania) Leaves - chopped fine for garnish,Sunflower Oil - for frying"
509,"1/2 cup Foxtail Millet,1/2 cup Yellow Moong Dal (Split),2 Green Chillies,1 teaspoon Cumin seeds (Jeera),2 teaspoon Whole Black Peppercorns,1 sprig Curry leaves,8 Cashew nuts,1/4 teaspoon Asafoetida (hing),1 teaspoon Ginger - chopped,2 tablespoon Ghee,1 tablespoon Sunflower Oil,Salt - to taste"
510,"6 sprig Dill leaves - cleaned and chopped,1 Onion - finely chopped (optional),3 Garlic - cloves,3 tablespoons Yellow Moong Dal (Split) - soaked in water for 30 mins,3 Green Chillies - chopped,1 tablespoon Sunflower Oil,1 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds (Jeera),1/4 teaspoon Turmeric powder (Haldi),Salt - to taste"
511,"200 grams Bhindi (Lady Finger/Okra) - cut into stripes,2 Green Bell Pepper (Capsicum) - cut diagonally,1 teaspoon Cumin seeds (Jeera),1 inch Ginger - chopped,1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,2 teaspoon Coriander Powder (Dhania),3 tablespoon Fresh coconut - grated,Salt - to taste,Sunflower Oil"
512,"1 tablespoon Ghee,1 cup Instant Oats (Oatmeal),1/2 cup Yellow Moong Dal (Split),Salt - to taste,2 tablespoons Ghee,2 tablespoons Cashew nuts - quartered,1 inch Ginger,1/8 teaspoon Asafoetida (hing),1 teaspoon Whole Black Peppercorns - coarsely pounded,1 sprig Curry leaves"
513,"300 grams Chicken - minced,1 Onion - sliced,1 sprig Curry leaves,4 cloves Garlic - chopped,1 inch Ginger - chopped,1 teaspoon Turmeric powder (Haldi),2 teaspoons Red Chilli powder,2 teaspoons Garam masala powder,1 teaspoon Black pepper powder,Coconut Oil - for cooking,Salt - to taste,1/2 cup Whole Wheat Flour,1/2 cup All Purpose Flour (Maida),Salt - to taste"
514,"1 cup Black Eyed Beans (Lobia) - soaked for at least 4 hours,1/3 cup Sweet corn - crushed,20 Curry leaves - torn,1/4 cup Coriander (Dhania) Leaves - chopped,2 tablespoons Mint Leaves (Pudina) - chopped,5 Green Chillies,1 inch Ginger,1/4 cup Dry coconut (kopra) - chopped (optional),1/4 teaspoon Asafoetida (hing),2 tablespoons Sesame seeds (Til seeds),1 Onion - finely chopped,Salt - to taste,Sunflower Oil - to deep fry"
515,"300 grams Paneer - cut, 1 tsp lemon juice, salt - as per taste, 1/2 tsp cumin powder, 1/2 tsp chaat masala powder, 1/2 tsp black pepper powder, 1/2 tsp Oil, 1/2 cup coconut - tighten, 6 cashews - soak in hot water, 2 green chillies, 1 inch cinnamon, 2 long, 2 cardamom, 1 tsp cumin, 1/4 cup water, 1 tsp ghee, 2 onions - finely chopped, 6 cloves garlic - finely chopped, 1 inch ginger - finely chopped, 1/2 cup green peas - boil, 1 capsicum (red) - cut, 1/2 cup coriander - Finely chop, salt - as per taste, 1/2 tsp turmeric powder, 1 tsp pepper powder, 1 cup coconut milk, 1/3 cup water"
516,"400 grams Salmon fillet - (indian Salmon works fine),1 teaspoon Sesame (Gingelly) Oil,1 teaspoon Rice Wine Vinegar,1/2 teaspoon Fish sauce,1/4 teaspoon Lemongrass,1/2 teaspoon Ginger - ground,1/2 teaspoon Garlic - ground,1/2 teaspoon Red Chilli flakes,1/4 teaspoon Lemon zest,1/4 teaspoon Whole Black Peppercorns - freshly ground,1 cup Egg noodles - boiled,1 teaspoon Sesame (Gingelly) Oil,1 teaspoon Red Chilli flakes,1 teaspoon Garlic - ground,1 teaspoon Ginger - ground,1 teaspoon Soy sauce,1/2 teaspoon Vinegar,Salt - to taste,1 cup Broccoli - chopped into small florets,1 teaspoon Extra Virgin Olive Oil,Salt - to taste,1 teaspoon Whole Black Peppercorns - freshly ground"
517,"2 cups rice, 200 grams spinach - wash and chop, 1 teaspoon cumin seeds, 1 teaspoon ginger - grated, 1 tomato puree, 1/2 teaspoon turmeric powder, 1 teaspoon sambar powder, 1 teaspoon garam masala powder , 2 tablespoons Ghee - or til oil, salt - as per taste"
518,"2 Potatoes (Aloo) - boiled and cubed,3 cloves Garlic,1 teaspoon Rosemary - dried,1 teaspoon Black pepper powder,Salt - to taste,1 teaspoon Extra Virgin Olive Oil,4 cloves Garlic - thinly sliced,1 teaspoon Extra Virgin Olive Oil"
519,"1/8 cup Margarine (Reduced Calorie),1/8 cup All Purpose Flour (Maida),1/4 teaspoon Salt,1/4 teaspoon Cayenne Pepper - ground,3/4 cup Milk - skim milk,3 Egg whites,2 Egg yolks,1/4 teaspoon White vinegar,Basil leaves - prepared earlier,1 Onion - finely chopped,1 clove Garlic - minced,1 tablespoon Extra Virgin Olive Oil,3/4 cup Yellow Zucchini - grated,1/8 cup Basil leaves - sniped,1/8 cup Parmesan cheese - grated"
520,"1 Hakka Noodles - whole packet, 2 onions - finely chopped, 1 inch ginger - finely chopped, 1 carrot - thin and straight cut, 1 capsicum (green) - finely chopped, 1 cup cabbage - small spoon, 1/2 cup green beans - small spoon, 4 sprig green onions - chopped, 1/2 tsp pepper powder, 1/2 tsp soy sauce, 1 tsp red chilli sauce, 1/2 tsp chilli vinegar, Salt - 1 tbsp oil, as per taste"
521,"1 tsp oil, 1/2 cup chana dal, 5 dry red chillies, 1 tbsp lemon juice, salt - as per taste, 1 tsp coconut powder, 1 spoon curry leaves, 1 tsp ginger - cut"
522,"1 cup Ragi Seeds - soaked for at least 12 hours,1-1/4 cup Jaggery,1 teaspoon Cardamom Powder (Elaichi),3 cups Milk,3 cups Water,50 grams Cashew nuts,3 tablespoons Ghee - + more to grease"
523,"1/2 cup Govind Bhog Rice,1 cup Sugar,11/2 cups Water,Rose water - a few drops,1 teaspoon Cardamom Powder (Elaichi),2 Bay leaf (tej patta),2 teaspoon Ghee,Saffron strands - for garnish,200 grams Paneer (Homemade Cottage Cheese),3 tablespoon All Purpose Flour (Maida),3 tablespoon Caster Sugar,1 Cardamom Powder (Elaichi),3 tablespoon Ghee,Saffron strands - a few,1 cup Sugar,1-1/2 cup Water"
524,"500 grams Tomatoes,4 Green Chillies,4 cloves Garlic,1 teaspoon Methi Seeds (Fenugreek Seeds),Salt - to taste,1 teaspoon Jaggery,1 sprig Curry leaves,1 Onion - finely chopped,1 teaspoon Mustard seeds,Sunflower Oil - to cook"
525,"250 grams Curd (Dahi / Yogurt),1 Raw Banana,1 teaspoon Cumin powder (Jeera) - roasted,1/2 teaspoon Ginger - grated,1/2 teaspoon Mustard seeds,1/4 teaspoon White Urad Dal (Whole),1 Dry Red Chilli,1 sprig Curry leaves,Salt - to taste"
526,"1 cup Moth Dal (Matki) - soaked overnight,1 cup Kala Chana (Brown Chickpeas) - soaked overnight or any moong beans,1 Onion - chopped,1/2 cup Carrot (Gajjar) - grated,1 cup Button mushrooms - finely chopped,2 Potatoes (Aloo) - or raw banana,3-4 tablespoon Tofu - grated,2 teaspoon Ginger Garlic Paste,1 teaspoon Coriander Powder (Dhania),1 teaspoon Cumin powder (Jeera),1/2 cup Coriander (Dhania) Leaves - finely chopped,1/2 cup Mint Leaves (Pudina) - finely chopped,1/4 cup Whole Wheat Bread crumbs,2 teaspoon Red Chilli powder,1-1/2 teaspoon Garam masala powder,2-3 tablespoon Rice flour,1/2 tablespoon Lemon juice,2 tablespoon Sunflower Oil,Salt and Pepper - to taste,6-7 Burger buns,1 Tomato - sliced,1 Onion - cut into rings,1/2 cup Iceberg lettuce - shredded,1/4 cup Roasted tomato pasta sauce"
527,"2 cup All Purpose Flour (Maida),1 tablespoon Kala jeera - or kalonji,2 tablespoons Sunflower Oil,Water - as needed,Salt - to taste,Sunflower Oil - to cook"
528,"500 grams Hung Curd (Greek Yogurt),1 English Cucumber - finely chopped,2 tablespoons Extra Virgin Olive Oil,3 cloves Garlic - minced,2 sprig Parsley leaves - finely chopped,Black pepper powder - freshly ground to taste,Salt - to taste"
529,"25 Spinach, 150 grams gram flour, 1/2 tsp red chilli powder, 1/2 tsp celery, 1/2 tsp turmeric powder, chaat masala powder - to sprinkle, salt - as per taste, oil - as per use"
530,"2 cups Basmati rice - soaked for 15 minutes and drained,300 grams Mutton - chopped,4 Green Chillies,1 tablespoon Ginger Garlic Paste,1/4 cup Coriander (Dhania) Leaves - chopped,1/4 cup Mint Leaves (Pudina),60 ml Curd (Dahi / Yogurt),3 Tomatoes - chopped,3 Onions - sliced,1 teaspoon Cumin seeds (Jeera),1 Bay leaf (tej patta),5 Cashew nuts,15 Raisins,1 Cardamom (Elaichi) Pods/Seeds,2 tablespoons Ghee - (more to serve),1 tablespoon Coriander Powder (Dhania),100 ml Milk,1 Saffron strands - soaked in bit of milk,4 cups Water,2 Green Chillies,2 inch Cinnamon Stick (Dalchini),2 cloves Cloves (Laung),1 teaspoon Fennel seeds (Saunf),3 Cardamom (Elaichi) Pods/Seeds,3 Whole Black Peppercorns"
531,"1-1/2 cups Cooked rice,3 cups Curd (Dahi / Yogurt),1/4 cup Anardana Powder (Pomegranate Seed Powder),1 Green Chillies - finely chopped,Salt - to taste,1/2 teaspoon Mustard seeds,1 teaspoon White Urad Dal (Split),1 sprig Curry leaves,1 teaspoon Sunflower Oil"
532,"3/4 cup All Purpose Flour (Maida),1/4 teaspoon Baking powder,1/2 cup Cocoa Powder,1/4 teaspoon Salt,1/2 cup Sugar,1/2 cup Butter,1 teaspoon Vanilla Extract,1 cup Chocolate Bar - chopped to chunks,2 tablespoons Flax seed powder (flax meal),6 tablespoons Chilled water"
533,"1/2 cup Gram flour (besan),1/2 teaspoon Red Chilli powder,1/2 teaspoon Ajwain (Carom seeds),1 tablespoon Curd (Dahi / Yogurt),Salt - to taste,2 tablespoon Gram flour (besan),1 cup Curd (Dahi / Yogurt),4 cloves Garlic,2 Green Chillies,1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,1 sprig Coriander (Dhania) Leaves - finely chopped,1 teaspoon Ghee,1/2 teaspoon Cumin seeds (Jeera),1 Dry Red Chilli,1 inch Cinnamon Stick (Dalchini)"
534,"1 cup Whole Wheat Flour,1 teaspoon Red Chilli powder,1/2 teaspoon Cumin seeds (Jeera),2 teaspoon Butter,Sunflower Oil - for deep frying,1/2 teaspoon Asafoetida (hing),Salt - to taste"
535,"1 Cup Arhar dal (Split Toor Dal),2 Tablespoon Mango (Raw) - Grated,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1 Tomato - chopped,2 Green Chillies - Slit,1 sprig Curry leaves - Curry Leaves,1 Onion - chopped,2 Dry Red Chillies,4 cloves Garlic - minced,Salt - to taste,1 teaspoon Ghee - for tadka"
536,"1/2 cup Basmati rice,1/2 cup Sugar,2 cups Milk,2 tablespoon Dry Fruits - chopped,Ghee - as required"
537,"500 grams Coriander (Dhania) Seeds,100 grams Cumin seeds (Jeera),10 grams Cinnamon Stick (Dalchini),10 grams Whole Black Peppercorns,10 grams Cloves (Laung),10 grams Bay leaves (tej patta),10 grams Dagad phool (/pathar phool/black stone flower),10 grams Nagkesar/cassia buds,10 grams Ajwain (Carom seeds),10 grams Asafoetida (hing),20 grams Dried turmeric,10 grams Methi Leaves (Fenugreek Leaves),100 grams Sesame seeds (Til seeds),125 grams Dessicated Coconut,10 grams Poppy seeds,125 grams Red Chilli powder,3-4 tablespoons Salt,5-6 tablespoons Sunflower Oil"
538,"2 cups rice - cook, 1 cup fish - cut in half, 1 onion - cut, 2 tablespoons dry coconut - tighten, 1 tablespoon coriander powder, 1 teaspoon turmeric powder, 1 teaspoon cumin powder, 1 inch Ginger - chopped, 1/2 cup green peas, 1 carrot - cut into small pieces, 1 bay leaf, oil - as per use, 1 teaspoon lemon juice, salt - as per taste, green coriander - chopped, green onion - chopped Take"
539,"2 cups Rajma (Large Kidney Beans) - cooked,1 Onion - finely chopped,1 Tomato - finely chopped,2 Green Chillies - finely chopped,1 teaspoon Chaat Masala Powder,1 Lemon - juiced,Mint Leaves (Pudina) - small bunch,Salt - to taste"
540,"4 Potatoes (Aloo) - peeled,1 teaspoon Mustard seeds,1 sprig Curry leaves,3 Dry Red Chillies - seeds removed and torn,1 Onion - chopped,1 Green Chilli - chopped,Salt - to taste"
541,"10 Badi hari mirch (Large Green Chilli) - (less spicy bajji variety),1 cup Walnuts,1 teaspoon Cumin seeds (Jeera),1-1/2 teaspoon Anardana Powder (Pomegranate Seed Powder) - powdered,1 teaspoon Dry ginger powder,Salt - to taste,1 cup Vinegar,3 to 4 tablespoon Sunflower Oil"
542,"1/2 cup Cashew nuts - soaked in warm water and salt for 15 minutes,3 tablespoons Fresh coconut - grated,1 teaspoon Sugar,Salt - to taste,2 teaspoons Coconut Oil,1 teaspoon White Urad Dal (Split),1/2 teaspoon Mustard seeds,3 Dry Red Chillies - broken (adjust to taste),4 cloves Garlic - crushed,1/4 teaspoon Turmeric powder (Haldi),Curry leaves - a few"
543,"3 Ripe Bananas - chopped into chunks,1 cup Milk,2 tablespoons Peanut Butter,2 tablespoon Instant Oats (Oatmeal),1 tablespoon Cocoa Powder,4 Dates - pitted and chopped,4 tablespoons Walnuts - chopped,1 Ripe Bananas - sliced,1/4 cup Wheat Bran,2 tablespoons Cranberries - or raisins"
544,"1 cup Sooji (Semolina/ Rava),1/2 cup Curd (Dahi / Yogurt),1 Onion - finely chopped,2 Green Chillies - finely chopped,1 sprig Curry leaves,1/4 cup Coriander (Dhania) Leaves - finely chopped,1 teaspoon Cumin seeds (Jeera),1/2 teaspoon Whole Black Peppercorns - roughly pounded,Sunflower Oil - for frying,Salt - to taste"
545,"400 grams Button mushrooms,1 cup Coconut milk,1 Onion - finely chopped,2 Green Chillies - slit,5 Garlic - finely chopped,1 inch Ginger - finely chopped,1 teaspoon Salt - or to taste,1 teaspoon Sunflower Oil - for cooking,1/2 cup Fresh coconut,20 grams Tamarind,1 teaspoon Cumin (Jeera) seeds,1/2 teaspoon Coriander (Dhania) Seeds,4 Dry Red Chillies,1/2 teaspoon Turmeric powder (Haldi),1/4 cup Water"
546,"4 cups Lukewarm Water,2 tablespoons Tea Monk Bodh Second Flush Black Tea,1/4 cup Honey,1/4 cup Brown Sugar (Demerara Sugar),1 teaspoon Vanilla Extract,1-1/2 cups Coconut milk,2 cups Ice cubes"
547,"2 Karela (Bitter Gourd/ Pavakkai) - cut cylindrical,3 tablespoon Curd (Dahi / Yogurt),3 Onions - chopped,6 cloves Garlic - chopped,2 teaspoon Coriander Powder (Dhania),1 teaspoon Turmeric powder (Haldi),1 teaspoon Amchur (Dry Mango Powder),2 teaspoon Kalonji (Onion Nigella Seeds),2 teaspoon Ajwain (Carom seeds),5 Badam (Almond) - blanched and skin peeled,Salt - to taste,Sunflower Oil - for cooking"
548,"1 cup tamarind paste - as much as lemon, 2 tbsp ginger - cut, 2 tbsp green chillies - cut, 1/4 tsp turmeric powder, 1/4 tsp fenugreek seeds, 1/4 tsp red chilli Powder, 1/4 tsp asafoetida, 3 tbsp jaggery, 1 tbsp sesame oil, 1/4 tsp rye, 2-3 curry leaves - finely chopped, salt - as per taste"
549,"1 Cauliflower (gobi),2 Onions - diced,2 Potatoes (Aloo) - diced,3 tablespoons Sunflower Oil,1 cup Hung Curd (Greek Yogurt),2 teaspoon Red Chilli powder,2 teaspoons Coriander Powder (Dhania),1 teaspoon Garam masala powder,2 cloves Garlic - grated,1 inch Ginger - grated,Salt - to taste,Coriander (Dhania) Leaves - a bunch"
550,"1 Drumstick - cut into 1 inch,1 Mangalorean cucumber - cut into small pieces with the skin,1 cup Tamarind Water,1 teaspoon Red Chilli powder,1 teaspoon Turmeric powder (Haldi),1 tablespoon Jaggery,4 cloves Garlic - roughly chopped,Salt - to taste,5 Dry Red Chillies,1 tablespoon Coriander (Dhania) Seeds,1/2 cup Fresh coconut"
551,"1-1/2 cups All Purpose Flour (Maida),1/2 cup Butter - at room temperature,1/2 cup Custard powder - (vanilla flavoured),1 cup Caster Sugar,1/4 cup Cashew nuts - chopped,3/4 cup Tutti frutti,1 teaspoon Baking powder,5 tablespoons Milk"
552,"6 dry red chillies, 2 tbsp coriander seeds, 1 tbsp whole black pepper, 1 tbsp fennel seeds, 1 tbsp cumin seeds, 2 tbsp poppy seeds, 5 mace, 5 long, 3 inch cinnamon, 2 star anis, 3 Stone Flower, 1 Tbsp Nutmeg Powder, 2 Tsp Turmeric Powder, 1 Tsp Asafoetida"
553,"12 sprig Red Amaranth Leaves - You can use spinach also,1 cup Fresh coconut - grated,4 Dry Red Chillies,2 Green Chillies,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1 Tamarind - marble sized,Salt - to taste,1-1/2 teaspoon Sunflower Oil,1 teaspoon Sunflower Oil,1 teaspoon Mustard seeds,2 Dry Red Chillies,1 teaspoon White Urad Dal (Split),1 sprig Curry leaves"
554,"2 cups Chana dal (Bengal Gram Dal),2 tablespoons Ghee,1 teaspoon Ginger - paste,2 tablespoons Fresh coconut - grated,1/2 cup Fresh coconut - slices,5 to 6 Raisins,2 Green Chillies,1/2 teaspoon Turmeric powder (Haldi),Salt - (adjustable),1/2 teaspoon Sugar,1/2 teaspoon Cumin seeds (Jeera),3 Cardamom (Elaichi) Pods/Seeds,1 inch Cinnamon Stick (Dalchini),2 to 3 Dry Red Chilli,1 Bay leaf (tej patta),1 pinch Asafoetida (hing)"
555,"3/4 cup Whole Wheat Flour,1/2 cup Jowar Flour (Sorghum),1/4 cup Ragi Flour (Finger Millet/ Nagli),2 teaspoons Sunflower Oil,2 tablespoons Sesame seeds (Til seeds) - white,2 tablespoons Flax seeds,3 to 5 Green Chillies - finely chopped (adjustable),Few sprig Coriander (Dhania) Leaves - finely chopped,Few Curry leaves - finely chopped,Water - as required,Salt - to taste"
556,"1 teaspoon Cumin seeds (Jeera),1 teaspoon Turmeric powder (Haldi),1/4 teaspoon Asafoetida (hing),1/2 teaspoon Red Chilli powder,1/4 cup Gram flour (besan),1/2 cup Water,1 cup Broccoli - finely chopped,1/2 cup Cabbage (Patta Gobi/ Muttaikose) - finely chopped,1/2 Red Bell pepper (Capsicum) - finely chopped,1/2 Green Bell Pepper (Capsicum) - finely chopped,1 tablespoon Sunflower Oil"
557,"100 grams Button mushrooms - sliced,1/4 cup Sweet corn,1 tablespoon Nutralite Cheesy Garlic Mayo,1 sprig Basil leaves,1 tablespoon Nutralite Garlic & Oregano Spread,1 teaspoon Nutralite Garlic & Oregano Spread,4 Whole Eggs,Salt and Pepper - to taste"
558,"2 Burger buns,1 Cucumber - sliced,4 tablespoon Del Monte Cheesy Garlic Mayo,1 Onion - finely chopped,4 cloves Garlic - chopped,1 cup Masoor Dal (Whole) - soaked for about 2 hours,1/2 cup Homemade tomato puree,2 tablespoon Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce),1 teaspoon Sugar,1 teaspoon Cumin powder (Jeera),Salt - to taste"
559,"1 Beetroot - boiled,1 Raw Banana - boiled,2 tablespoon Fresh coconut - grated,2 tablespoon Roasted Peanuts (Moongphali) - roasted,1 inch Ginger - grated,2 Green Chilli - finely chopped,1/2 teaspoon Cumin powder (Jeera),1/2 teaspoon Coriander Powder (Dhania),1 teaspoon Fennel seeds (Saunf) - crushed,1/2 teaspoon Red Chilli powder,2 tablespoons Corn flour,Salt - to taste,Whole Wheat Bread crumbs - for coating,Sunflower Oil - for cooking"
560,"16 Whole Wheat Brown Bread,3 Tomatoes - chopped small,2 Onions - thinly sliced,2 Green Chillies - finely chopped,1 teaspoon Sambar Powder,1 teaspoon Turmeric powder (Haldi),1 teaspoon Mustard seeds,3 sprig Curry leaves,Salt - to taste,Butter - for cooking,2 sprig Coriander (Dhania) Leaves - finely chopped"
561,"400 grams Brinjal (Baingan / Eggplant) - long purple ones,4 Tomatoes - blanched,5 cloves Garlic - finely chopped,1 inch Ginger - grated,2 Green Chillies - finely chopped,2 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,2 teaspoon Garam masala powder,1/2 teaspoon Cardamom Powder (Elaichi),1 teaspoon Fennel Powder,3 tablespoons Coconut cream,2 teaspoons Kasuri Methi (Dried Fenugreek Leaves) - crushed,2 sprig Coriander (Dhania) Leaves - for garnish,1 Onion - sliced for garnish,1 Bay leaf (tej patta),2 tablespoons Sunflower Oil,Salt - to taste"
