,TranslatedIngredients
1416,"tindora,coconut,greenchillies,spricurryleaves,cuminseeds,mustard,turmericpowder,salt"
1417,"wholewheatflour,beetroots,redchillipowder,turmericpowderhaldi,cuminpowderjeera,salt,water,ghee"
1418,"arhardaltoordal,mixedvegetables,turmericpowderhaldi,jaggery,kokummalabartamarind,salt,freshcoconut,dryredchillies,corianderpowderdhania,sichuanpeppercorns,sunfloweroil,mustardseeds,cuminseedsjeera,curryleaves"
1419,"greenchillies,asafoetidahing,chilledwater,redchillipowder,turmericpowderhaldi,amchurdrymangopowder,corianderpowderdhania,arammasalapowder,lemonjuice,rawpeanutsmoongphali,salt,sunfloweroil,spricorianderdhanialeaves"
1420,"avocados,clovesarlic,ginger,onion,mint,oliveoil,water,cayenne"
1421,"pennepasta,babypotatoes,reenpeasmatar,classicmayonnaisewithegg,blackpepperpowder,iceberlettuce,lemon,salt,italianseasoning"
1422,"wholewheatbrownbread,butter,pumpkinseeds,sunflowerseeds,sesameseedstilseeds,flaxseeds,darkchocolate,freshcream,vanillaextract"
1423,"elephantyamsuransenairatalu,lemonjuice,inchinger,greenchillies,turmericpowderhaldi,redchillipowder,mustardpowder,ajwaincaromseeds,asafoetidahing,mustardoil,salt,onion,corianderdhanialeaves"
1424,"blacksesameseeds,whiteuraddal,coconut,dryredchillies,curryleaves,tamarind,salt,mustardseeds,curryleaves"
1425,"purposeflourmaida,butter,icinsugar,wholeegg,salt,onion,clovesarlic,chickenbreasts,basilleaves,driedoregano,driedthymeleaves,redchilliflakes,salt,wholeegg,milk,saltpepper"
1426,"redbellpeppercapsicum,clovesarlic,spinach,dillleaves,britanniacheesespread,purposeflourmaida,salt,sugar,chilledbutter,chilledwater"
1427,"sunfloweroil,ramflourbesan,asafoetidahing,ajwaincaromseeds,cuminseedsjeera,redchillipowder,corianderpowderdhania,cuminpowderjeera,amchurdrymangopowder,arammasalapowder,salt,methileavesfenugreekleaves,wholewheatflour,water,salt,ghee"
1428,"rice,pinkmasoordal,spinachleavespalak,arlic,onion,reenpeasmatar,broccoli,tofu,inchcinnamonstickdalchini,cuminseedsjeera,bayleaftejpatta,greenchillies,clovesarlic,turmericpowderhaldi,asafoetidahing,arammasalapowder,tomato,ghee"
1429,"reenchillies,oil,mustard,salt,turmericpowder,redchilipowder,fennelpowder,corianderpowder,lemonjuice,sugar"
1430,"wholewheatflour,water,sunfloweroil,wholewheatflour,salt,paneerhomemadecottagecheese,onion,greenchillies,corianderdhanialeaves,corianderpowderdhania,redchillipowder,arammasalapowder,chaatmasalapowder,salt,ghee"
1431,"smallbrinjalbainganeggplant,mustardoil,mustardseeds,clovesarlic,salt,rawpeanutsmoongphali,homemadetomatopuree,drycoconutkopra,cuminseedsjeera,corianderpowderdhania,arammasalapowder,salt,redchillipowder,sesameseedstilseeds,spricorianderdhanialeaves"
1432,"parwal,fenugreekseeds,potatoes,cuminseeds,fennel,long,inchcinnamon,dryredchilli,inchinger,coconut,drypoppy,driedredchilli,turmericpowder,sugar,greenchiliesfinelychoppedtakesalt,mustardoil"
1433,"greenzucchini,onion,clovesarlic,blanchedtomatoes,cashewnuts,driedbasilleaves,driedoregano,whitepepperpowder,extravirginoliveoil,salt"
1434,"idlidosabatter,dryredchillies,onion,clovesarlic,tamarind,mustardseeds,sunfloweroil,roastedramdalpottukadalai,clovesarlic"
1435,"wholewheatflour,curddahiyogurt,poppyseeds,greenchillies,sesameseedstilseeds,onions,sugar,kalonjionionnigellaseeds,corianderdhanialeaves,ghee"
1436,"chicken,curddahiyogurt,kaffirlimeleaves,gondhorajlebulemon,ondhorajlebujuice,onion,inger,reenchilli,inger,arlic,greenchilli,wholeblackpeppercorns,blackpepperpowder,mustardoil,honey,salt"
1437,"wholeeggs,onion,spinachleavespalak,salt,blackpepperpowder,tomato,arlic,sunfloweroil"
1438,"stalkslemongrass,greenchillies,corianderdhanialeaves,spribasilleaves,corianderdhaniaseeds,cuminseedsjeera,wholeblackpeppercorns,onion,clovesarlic,inchinger,salt,chickenbreasts,inchinger,buttonmushrooms,carrotsgajjar,coconutmilk,thaireencurrypaste,lukewarmwater,brownsugardemerarasugar,spribasilleaves,salt,sunfloweroil,redmattarice"
1439,"sweetcorn,corianderdhanialeaves,butter,salt,greenchilli,chaatmasalapowder,redchillipowder,lemon"
1440,"babypotatoes,water,salt,sunfloweroil,bayleaftejpatta,cloveslaung,inchcinnamonstickdalchini,cardamomelaichipodsseeds,kashmiriredchillipowder,fennelseedssaunf,inchdryingerpowder,blackcardamombadielaichi,cuminseedsjeera,huncurdgreekyogurt"
1441,"wheatflour,oats,spinach,cottagecheese,cuminpowder,redchilipowder,salt,nutraliteclassicspread"
1442,"blackeyedbeanslobia,drumstick,pearlonionssambaronions,clovesarlic,cinnamonstickdalchini,cloveslaung,cardamomelaichipodsseeds,wholeblackpeppercorns,corianderpowderdhania,redchillipowder,salt,sunfloweroil,onions,fennelseedssaunf,dryredchilli"
1443,"kokummalabartamarind,freshcoconut,greenchillies,clovesarlic,cuminseedsjeera,salt,jaggery,corianderdhanialeaves,sunfloweroil,mustardseeds,cuminseedsjeera"
1444,"mango,freshcoconut,corianderdhanialeaves,mintleavespudina,inchinger,greenchillies,lemonjuice,salt,whiteuraddal,mustardseeds,dryredchilli,sunfloweroil"
1445,"potatoesaloo,butter,italianseasoning,arlicpowder,koshersalt,blackpepperpowder,parmesancheese"
1446,"freshcoconut,sesameseedstilseeds,rawpeanutsmoongphali,jaggery,cardamompowderelaichi,ghee"
1447,"prawns,onion,tomato,salt,sunfloweroil,onion,incharlic,clovesinger,dryredchillies,methiseedsfenugreekseeds,mustardseeds,corianderdhaniaseeds,cardamomelaichipodsseeds,cinnamonstick,cloveslaung,turmericpowderhaldi,cuminseedsjeera,blackpeppercorns,vinegar"
1448,"wholeeggs,reenpeasmatar,paneerhomemadecottagecheese,onion,tomatoes,ingerarlicpaste,greenchillies,corianderpowderdhania,turmericpowderhaldi,redchillipowder,arammasalapowder,corianderdhanialeaves"
1449,"chanadal,fennel,cuminseeds,greenchillies,curryleaves,onion,reencoriander,inchinger,clovesarlic,salt,oil,bakinsoda"
1450,"amlanellikaiooseberry,greenchilli,acharimasala,redchillipowder,turmericpowderhaldi,jaggery,salt,fennelseedssaunf,methiseedsfenugreekseeds,mustardseeds,sunfloweroil,asafoetidahing"
1451,"cauliflowergobi,reenpeasmatar,potatoesaloo,saffronstrands,curddahiyogurt,butter,cuminseedsjeera,salt,onion,dryredchillies,corianderdhaniaseeds,inchcinnamonstickdalchini,cloveslaung,clovescardamomelaichipodsseeds,fennelseedssaunf"
1452,"semiyavermicelli,khoyamawa,sugar,milk,water,ghee,cardamompowderelaichi,phoolmakhanalotusseeds,badamalmond,wholecashews,raisins,drycoconutkopra"
1453,"coconut,inchinger,onion,spricurryleaves,asafoetida,mustard,dryredchillies,oil,salt"
1454,"rajmalargekidneybeans,soyranules,instantoatsoatmeal,onion,inchinger,clovesarlic,salt,cuminpowderjeera,redchillipowder,corianderdhanialeaves,sunfloweroil"
1455,"egnoodles,bonelesschicken,arlic,inger,blackpepperpowder,sprinonionreens,carrotgajjar,cabbagepattaobimuttaikose,redyellowandreenbellpepperscapsicum,bokchoy,soysauce,fishsauce,oystersauce,redchillisauce,ricewinevinegar,sesamegingellyoil,salt,sprinonionreens"
1456,"vivattamaida,milk,activedryyeast,wholeegg,grambutter,castersugar,salt,sugar,vanillaextract,sesameseedstilseeds"
1457,"purposeflourmaida,cocoapowder,chocolatebar,butter,wholeeggs,redchillipowder,bakinsoda,brownsugardemerarasugar,sugar,vanillaextract,salt,chocolatechips,chocolatebar"
1458,"potatoesaloo,onion,carrotgajjar,reenbeansfrenchbeans,delmontewholecornkernels,tomato,cloveslaung,inchcinnamonstickdalchini,redchillipowder,turmericpowderhaldi,greenchilli,curddahiyogurt,arammasalapowder,ingerarlicpaste,salt,hee,basmatirice,cloveslaung,cardamomelaichipodsseeds,inchcinnamonstickdalchini,ingerarlicpaste,salt,corianderdhanialeaves,lemonjuice,arammasalapowder,saffronstrands,caramelizedonions,hee"
1459,"dates,tamarind,dryredchillies,mint,clovesarlic,coriander,inchinger,salt"
1460,"puffpastrysheet,buttonmushrooms,clovesarlic,freshcream,sprifreshthymeleaves,redchilliflakes,lemonjuice,salt,wholeblackpeppercorns"
1461,"pohaflattenedrice,reenpeasmatar,onion,tomatoes,greenchilli,clovesarlic,fennelseedssaunf,mustardseeds,asafoetidahing,turmericpowderhaldi,redchillipowder,corianderpowderdhania,spricurryleaves,corianderdhanialeaves,sunfloweroil,lemonjuice,salt"
1462,"methiseedsfenugreekseeds,peanuts,onion,tomato,spricorianderdhanialeaves,salt,blackpepperpowder,lemonjuice,chaatmasalapowder"
1463,"foxtailmillet,masoordal,sweetcorn,onion,clovesarlic,inchcinnamonstickdalchini,cuminseedsjeera,cuminpowderjeera,blackpepperpowder,sugar,wholeegg,saltpepper"
1464,"wholewheatbrownbread,wholeegg,paneerhomemadecottagecheese,salt,soysauce,spricorianderdhanialeaves,greenchilli,clovesarlic,corianderdhaniaseeds,wholeblackpeppercorns,sesameseedstilseeds,freshredchillies,spricorianderdhanialeaves"
1465,"sunfloweroil,mustardseeds,cuminseedsjeera,inchinger,greenchillies,turmericpowderhaldi,spricurryleaves,sreenmoonsprouts,sprimintleavespudina,spricorianderdhanialeaves,spricorianderdhanialeaves,mintleavespudina,greenchilli,inchinger,clovesarlic,badamalmond,lemon,jaggery,salt,onion,tomato,freshpomegranatefruitkernels,spricorianderdhanialeaves,chaatmasalapowder"
1466,"tamarind,cuminseedsjeera,mustardseeds,asafoetidahing,curryleaves,dryredchillies,rasampowder,jaggery,salt,hee"
1467,"purposeflourmaida,vanillacustard,bakinpowder,icinsugar,butter,vanillaextract"
1468,"rice,whiteuraddal,chanadalbengalramdal,methiseedsfenugreekseeds,instantoatsoatmeal,salt,water,wholeeggs,onion,corianderdhanialeaves,greenchillies,sunfloweroil"
1469,"sweetpotatoes,sprigscorianderdhanialeaves,redchillipowder,cuminpowderjeera,amchurdrymangopowder,riceflour,cornflour,wholewheatbreadcrumbs,salt,delmontecheesyarlicmayo,wholeblackpeppercorns,sunfloweroil"
1470,"wholewheatflour,soojisemolinarava,hee,ajwaincaromseeds,salt,spinachleavespalak"
1471,"sunfloweroil,cuminseedsjeera,bayleavestejpatta,onion,inger,arlic,reenchilli,tomatoes,cashewnuts,kashmiriredchillipowder,turmericpowderhaldi,arammasalapowder,corianderpowderdhania,butter,salt,carrotsgajjar,sweetcorn,reenpeasmatar,reenbeansfrenchbeans,reenbellpeppercapsicum,cauliflowergobi,buttonmushrooms,paneerhomemadecottagecheese,water,curddahiyogurt,freshcream,kasurimethidriedfenugreekleaves,corianderdhanialeaves,mintleavespudina,lemon"
1472,"potatoes,reenpeas,onion,inchinger,tomato,cuminseeds,greenchillies,arammasalapowder,turmericpowder,redchillipowder,kasoorimethi,salt,sugar,nutraliteclassicspread"
1473,"wholewheatbrownbread,sugar,water,ghee,milk,condensedmilk,thandaimasala,badamalmond,pistachios"
1474,"kadduparangikaipumpkin,colocasiarootarbi,elephantyamsuransenairatalu,plantainstem,kalachanabrownchickpeas,badiwadi,rohufish,corianderdhaniaseeds,fennelseedssaunf,cloveslaung,cuminseedsjeera,wholeblackpeppercorns,inchcinnamonstickdalchini,turmericpowderhaldi,panchphoranmasala,onion,ingerarlicpaste,salt,sunfloweroil,water"
1475,"guava,curddahiyogurt,salt,mustardseeds,whiteuraddal,spricurryleaves,dryredchilli,asafoetidahing,sunfloweroil"
1476,"spaghettipasta,clovesarlic,extravirginoliveoil,redchilliflakes,mixedherbs,kadduparangikaipumpkin,spinachleavespalak,walnuts,salt"
1477,"instantoatsoatmeal,bakinsoda,ripebananas,bakinpowder,vanillaextract,salt,buttermilk,sugar,butter,strawberries,chocolatesauce"
1478,"onions,inger,arlic,greenchillies,bayleavestejpatta,cardamomelaichipodsseeds,inchcinnamonstick,cloveslaung,basmatirice,salt,mutton,huncurdgreekyogurt,ingerarlicpaste,redchillipowder,turmericpowderhaldi,arammasalapowder,salt,bayleavestejpatta,inchcinnamonstickdalchini,cloveslaung,macejavitri,dagadphoolpatharphoolblackstoneflower,redchillipowder,arammasalapowder,tomatoes,mintleavespudina,salt,milk,saffronstrands,sunfloweroil,ghee,wholewheatflour"
1479,"pitasaga,potatoaloo,tomato,onion,brinjalbainganeggplant,clovesarlic,greenchillies,badiwadi,mustardseeds,cuminseedsjeera,turmericpowderhaldi,salt,mustardoil"
1480,"rice,corianderdhanialeaves,hee,mintleavespudina,staranise,fennelseedssaunf,bayleavestejpatta,inchcinnamonstickdalchini"
1481,"greenchillies,clovesarlic,sunfloweroil,mustardseeds,asafoetidahing,salt"
1482,"purposeflourmaida,butter,salt,water,japaneseeggplant,greenzucchini,yellowzucchini,redbellpeppercapsicum,yellowbellpeppercapsicum,onion,clovesarlic,tomatoes,homemadetomatopuree,sprifreshthymeleaves,sugar,extravirginoliveoil,wholeblackpeppercorns,ruyerecheese,salt"
1483,"smallbrinjalbainganeggplant,turmericpowderhaldi,arammasalapowder,redchillipowder,jaggery,tamarindpaste,tomatoes,salt,blacksesameseeds,rawpeanutsmoongphali,cuminseedsjeera,inchinger,clovesarlic,onions,greenchillies,ingellyoil,mustardseeds,asafoetidahing,spricurryleaves"
1484,"purposeflourmaida,salt,vegetablestock,redchillisauce,clovesarlic,inchinger,redbellpeppercapsicum,broccoli,sprisprinonionbulbreens,homemadehoisinsauce,salt,blackpepperpowder"
1485,"mangaloreancucumber,freshcoconut,dryredchillies,whiteuraddal,chanadalbengalramdal,tamarind,jaggery,sunfloweroil,mustardseeds,spricurryleaves"
1486,"semolina,onion,inchinger,greenchillies,curryleaves,carrot,greenbeans,rye,whiteuraddal,asafoetida,oil,hee,lemonjuice,sugar,salt"
1487,"dosarice,blackuraddal,methiseedsfenugreekseeds,salt,sunfloweroil,redbellpeppercapsicum,tomato,redonion,greenchillies,inchinger,clovesarlic,curryleaves,dryredchilli,mustardseeds,cuminseedsjeera,asafoetidahing,corianderdhanialeaves"
1488,"mutton,bayleaves,salt,onions,tomatoes,milk,hee,almonds,inchinger,budarlic,dryredchillies,inchcinnamon,wholeblackpepper,long"
1489,"chicken,onion,dryredchilli,inchinger,clovesarlic,turmericpowderhaldi,wholewheatflour,salt,spricorianderdhanialeaves,mustardoil"
1490,"reenmoondal,sunfloweroil,mustardseeds,asafoetidahing,spricurryleaves,salt,onion,dessicatedcoconut,dryredchillies,clovesarlic,inchinger,cuminseedsjeera,redchillipowder,turmericpowderhaldi,kokummalabartamarind"
1491,"mintleavespudina,cuminseedsjeera,wholeblackpeppercorns,greenchilli,freshcoconut,buttermilk,hee,salt,hee,mustardseeds,cuminseedsjeera,curryleaves,dryredchilli"
1492,"purposeflourmaida,onion,bakinpowder,salt,spinach,greenchillies,clovesarlic,sesameseedstilseeds,sunfloweroil,sunfloweroil,curddahiyogurt,milk"
1493,"makkikaattayellowcornmealflour,wholewheatflour,spinachleavespalak,inchinger,redchillipowder,cuminpowderjeera,salt,sunfloweroil"
1494,"beetroot,yellowbellpeppercapsicum,broccoli,extravirginoliveoil,seasalt,egwhites,cheese,driedoregano,extravirginoliveoil"
1495,"reenmoondal,inchinger,greenchillies,salt,potatoesaloo,redchillipowder,corianderpowderdhania,turmericpowderhaldi,fennelseedssaunf,lemonjuice,corianderdhanialeaves,asafoetidahing,salt,sunfloweroil"
1496,"tortillas,extravirginoliveoil,potatoesaloo,clovesarlic,driedoregano,greenbellpeppercapsicum,onion,britanniacheesespread,sweetspicyredchillisaucetomatochillisauce,salt"
1497,"smallbrinjalbainganeggplant,onions,tomato,clovesarlic,inchinger,greenchillies,cuminseedsjeera,corianderdhaniaseeds,methiseedsfenugreekseeds,salt,sunfloweroil,corianderdhanialeaves"
1498,"betelleavespaan,onion,clovesarlic,corianderdhaniaseeds,blackuraddal,chanadalbengalramdal,cuminseedsjeera,tamarind,salt,asafoetidahing,sunfloweroil"
1499,"potatoes,inchinger,tomatopuree,cuminseeds,mustard,turmericpowder,asafoetida,redchilipowder,corianderpowder,oil,greencoriander,blacksaltrocksalt,salt,blacksaltkalanamak,salt"
1500,"jawlafish,onion,freshcoconut,tamarindwater,redchillipowder,coconutoil,inger,arlic,salt,brinjalbainganeggplant,freshcoconut,dryredchillies,corianderdhaniaseeds,methiseedsfenugreekseeds,turmericpowderhaldi,lemonjuice,onion,sunfloweroil,water"
1501,"rawpeanutsmoongphali,water,mustardseeds,whiteuraddal,sspasafoetidahing,inchinger,sesamegingellyoil,greenchillies,spricurryleaves,freshcoconut,salt,corianderdhanialeaves"
1502,"paneerhomemadecottagecheese,mango,pearlonionssambaronions,drumstick,sunfloweroil,turmericpowderhaldi,corianderpowderdhania,redchillipowder,salt,coconutmilk,clovesarlic,greenchillies,inchinger,freshcoconut,coconutoil,mustardseeds,dryredchillies,onion,curryleaves"
1503,"whitechocolate,condensedmilk,maltesers"
1504,"badamalmond,poppyseeds,milk,sugar,pistachios,cardamompowderelaichi,glazedcherries,saffronstrands"
1505,"chicken,ghostchillipeppersbhutjolokia,onion,inchinger,clovesarlic,hee,hee,turmericpowderhaldi,cuminpowderjeera,corianderpowderdhania,arammasalapowder,kashmiriredchillipowder,homemadetomatopuree,salt,corianderdhanialeaves"
1506,"suran,water,clovesarlic,onion,turmericpowder,redchillipowder,blackpepperpowder,fennelpowder,oil,mustard,curryleaves"
1507,"cauliflowergobi,wholeeggs,mozzarellacheese,parmesancheese,driedoregano,driedbasilleaves,redchilliflakes,arlicpowder,onionpowder,homemadebasilpesto,homemademarinarasauce,sundriedtomatoes,mozzarellacheese,salt"
1508,"chicken,dryredchillies,greenchillies,fennelseedssaunf,turmericpowderhaldi,salt,sunfloweroil,macaronipasta,onion,ingerarlicpaste,greenchillies,tomato,arammasalapowder,salt,sunfloweroil,corianderdhanialeaves,sunfloweroil,corianderdhanialeaves"
1509,"buttonmushrooms,sprinonionbulbreens,greenbeansfrenchbeans,carrotsgajjar,redyelloworreenbellpeppercapsicum,babycorn,tofu,beansprouts,coconutmilk,vegetablestock,ricenoodles,soysauce,sunfloweroil,corianderdhanialeaves,mintleavespudina,lemonwedges,sunfloweroil,salt,freshredchillies,dryredchillies,lemonrass,clovesarlic,inchalangal,corianderpowderdhania,cuminpowderjeera,inchfreshturmericroot,pearlonionssambaronions,cashewnuts"
1510,"wholewheatflour,bajraflourpearlmillet,jowarfloursorghum,sprinonionbulbreens,salt,turmericpowderhaldi,cuminpowderjeera,ghee"
1511,"whiteuraddal,badamalmond,milk,turmericpowderhaldi,salt,onion,tomatoes,cuminseedsjeera,redchillipowder,greenchilli,sunfloweroil"
1512,"carrotgajjar,butter,cuminpowderjeera,blackpepperpowder,salt"
1513,"spinachleavespalak,greenchillies,wholewheatflour,fennelseedssaunf,turmericpowderhaldi,cuminpowderjeera,salt,blackpepperpowder,ghee"
1514,"avocado,wholewheatflour,cocoapowder,bakinpowder,milk,vanillaextract,honey,salt,ghee"
1515,"grampaneerhomemadecottagecheese,freshcream,milk,turmericpowderhaldi,arammasalapowder,wholeblackpeppercorns,salt,sunfloweroil,onion,cashewnuts,clovesarlic,inchinger,clovesarlic,sunfloweroil,blackpepperpowder"
1516,"fettuccinepasta,blackolives,redbellpeppercapsicum,yellowbellpeppercapsicum,redonion,cherrytomatoes,cucumber,reenromainelettuce,spribasilleaves,extravirginoliveoil,italianseasoning,wholeblackpeppercorns,redchilliflakes,salt"
1517,"chanadal,onion,drumstickleaves,mintleaves,reencoriander,dryredchillies,inchinger,clovesarlic,long,cuminseeds,asafoetida,salt,oil"
1518,"wholeeggs,onion,greenbellpeppercapsicum,inger,clovesarlic,homemadetomatopuree,cardamomelaichipodsseeds,turmericpowderhaldi,cuminpowderjeera,redchillipowder,blackpepperpowder,kasurimethidriedfenugreekleaves,sunfloweroil,butter,salt"
1519,"dryredchillies,methiseedsfenugreekseeds,lemonjuice,mustardoil,mustardseeds,spricurryleaves,asafoetidahing"
1520,"idlidosabatter,carrotgajjar,greenchilli,salt,sunfloweroil,mustardseeds,curryleaves,inger,idlirice,whiteuraddal,methiseedsfenugreekseeds"
1521,"brownrice,oliveoil,clovesarlic,reenonion,salt,reenonionleaves"
1522,"curryleaves,peppermint,lemon,takecuminseeds,blacksaltrocksalt,water,ice"
1523,"breads,sugar,milk,cream,hee,cardamompowder,dryfruits,chandiswork"
1524,"singhadewaterchestnut,salt,turmericpowderhaldi,redchillipowder,mustardpowder,fennelseedssaunf,sugar,sunfloweroil,vinegar"
1525,"prawns,freshcoconut,corianderdhaniaseeds,dryredchillies,shallots,clovesarlic,methiseedsfenugreekseeds,cuminseedsjeera,turmericpowderhaldi,mustardseeds,curryleaves,tamarind,salt"
1526,"beetroot,spricurryleaves,greenchillies,asafoetidahing,sesamegingellyoil,chanadalbengalramdal,whiteuraddal,freshcoconut,water,salt,sesamegingellyoil,mustardseeds,spricurryleaves,asafoetidahing"
1527,"prawns,onion,arlic,redchillipowder,arammasalapowder,wholeeggs,salt,wholewheatbreadcrumbs,ramflourbesan,sunfloweroil,onion"
