TranslatedRecipeName,TranslatedIngredients
Karwar Style Madgane Recipe With Oats & Rajgira,"fresh coconut,jaggery,rice flour,cashew nuts,dates,raisins,chana dal,instant oats,rajgira flour,cardamom powder"
Leftover Dal Paratha Recipe,"whole wheat flour,kashmiri red chilli powder,arhar dal,curd"
Punjabi Kadhi Pakora Recipe - Delicious Punjabi Kadhi,"cooking soda,curry leaves,gram flour,potato,ajwain,curd,gram flour,sprig coriander"
Herbed Vegetables In Roasted Bell Pepper Sauce Recipe,"extra virgin olive oil,yellow zucchini,baby corn,button mushrooms,dry mix herbs,pickled jalapenos,whole black pepper corns,extra virgin olive oil,homemade tomato puree,fresh cream,carrots,red bell pepper"
Prawns Coconut Curry Recipe,"prawns,coconut milk,coconut milk,black pepper powder,sprig curry leaves,tamarind paste,coconut oil,fennel seeds"
Lauki Wadi Tarkari Recipe - Bengali Style Moong Dal Dumplings & Bottle Gourd Sabzi,"yellow moong dal,ginger,ginger,panch phoran masala,mustard oil,bottle gourd"
Red Lentil Curry Without Coconut Recipe,"garam masala powder,masoor dal,kasuri methi,cumin powder"
Semia Pudding Recipe - Vermicelli Kheer Recipe,"milk,cashew nuts,raisins,saffron strands,semiya,cardamom powder"
Raw Mango Dhokla Recipe Topped With Sweet Mango Chutney,"panch phoran masala,jaggery,enos fruit salt,mango,fennel seeds,kalonji,methi seeds,gram flour,mango"
No Onion No Garlic Lauki Paneer Kofta Curry Recipe,"garam masala powder,bottle gourd,paneer,rajgira flour,bay leaf,cinnamon stick,cardamom,curd,sprig coriander"
Ulundagorai - Spicy Urad Dal Flavored Rice (For Prashad & Naivedyam) Recipe,"rice,whole black peppercorns,black urad dal,fresh red chilli,black pepper powder,white urad dal,cashew nuts,curry leaves"
Light And Healthy Spinach Soup Recipe,"extra virgin olive oil,clove garlic,milk,vegetable stock,black pepper powder,spinach leaves,stalk coriander"
Sweet Chili & Orange Chicken Recipe,"chicken breasts,fresh orange juice,red chilli sauce,corn flour,black pepper powder"
Kashmiri Style Chaman Recipe-Qaliya Cottage Cheese Curry,"mustard oil,saffron strands,milk,fennel powder,paneer,bay leaf,cinnamon stick,cloves,cumin powder,cardamom powder"
Focaccia Bread with Sweet Onion and Capers Recipe,"whole wheat flour,active dry yeast,extra virgin olive oil,milk,capers,fresh thyme leaves,dried oregano"
Baked Bhakarwadi Recipe,"kashmiri red chilli powder,poppy seeds,dessicated coconut,ginger,garam masala powder,lemon,purpose flour,gram flour,sesame seeds,cumin powder,ajwain,mint leaves"
Gul Poli Recipe (Maharashtrian Jaggery & Sesame Stuffed Flatbread),"whole wheat flour,lukewarm water,jaggery,poppy seeds,purpose flour,gram flour,sesame seeds,cardamom powder"
Vatana Bateta Na Rotla Recipe - Gujarati Peas and Potato Roti,"rice flour,fresh coconut,lemon juice,potatoes,green peas,sesame seeds"
Mutton Chaap Recipe - Slow Cooked Lamb Chops,"mutton,ginger,garlic,fresh red chillies,mace powder,kashmiri red chilli powder,whole black peppercorns,mustard oil,black cardamom,cardamom,cinnamon stick,cloves,cumin powder,curd"
Lemongrass Tofu and Vegetable Curry Recipe,"tofu,broccoli,chinese spice powder,coconut milk,homemade tomato puree,stalk lemon grass,spring onion greens,fresh red chillies,carrots,green peas,red bell pepper,sesame"
Milagai Podi Uthappam Recipe - Spicy Chilli Powder Pancake Recipe,"sprig curry leaves,idli dosa batter,white urad dal,chana dal,sesame seeds,sesame"
Rajasthani Steel White Mass Recipe,"mutton,ginger garlic paste,milk,cashew nuts,bay leaf,inch cinnamon stick,cloves,cardamom,curd,badam"
Eggless Rich Chocolate Brownies Recipe,"dark chocolate,vanilla extract,cocoa powder,baking powder,walnuts,chilled water,butter,brown sugar,purpose flour,flax seed powder"
Chilled Sweet & Sour Cucumber Noodle Salad Recipe,"cucumbers,red chilli flakes,vinegar,soy sauce,extra virgin olive oil,black sesame seeds,brown sugar,sesame seeds"
Eggless Chocolate Chip And Honey Cookies Recipe,"caster sugar,honey,vanilla extract,butter,chocolate chips,purpose flour"
Rajasthani Mirchi Bada Recipe - Chilli Fritters,"garam masala powder,chaat masala powder,chaat masala powder,potatoes,gram flour,ajwain,amchur,black salt,cumin powder"
Andhra Style Bangaladumpa Vepudu Recipe - Potato Fry Recipe,"white urad dal,sprig curry leaves,potatoes,cumin powder"
Avocado Cheese Chilli Toast Recipe,"whole wheat brown bread,butter,black pepper powder,avocado,cheese,red chilli flakes,classic mayonnaise"
Indian Spiced Brussel Sprouts Sabzi Recipe (Brussel Sprouts Stir Fry),"brussel sprouts,homemade tomato puree,garam masala powder,red bell pepper,cumin powder,bay leaf,sprig coriander"
Moong Matar Kebab Recipe - Green Lentil And Peas Kebab,"garlic,ginger,garam masala powder,green moong dal,green peas,gram flour,mint leaves,cumin powder"
Pomegranate Sauce Recipe,"pomegranate juice,red wine,garlic,whole black peppercorns,jaggery,rosemary,anardana powder,butter"
Gluten-Free Mango and Coconut Milk Ice-Cream Recipe,"condensed milk,coconut milk,mango,mint leaves"
Polenta Pizza With Vegetables Recipe,"milk,whole black peppercorns,extra virgin olive oil,homemade pizza pasta sauce,button mushrooms,cheese,makki ka atta,red yellow green bell peppers,mixed herbs"
Baby Corn and Green Peas Sabzi Recipe,"baby corn,garam masala powder,sprig curry leaves,green peas,sprig coriander"
Roasted Eggplant Parmigiana Recipe,"tomato basil pasta sauce,sprigs basil leaves,mozzarella cheese,parmigiano reggiano cheese,whole wheat bread crumbs,salt pepper,brinjal"
Karnataka Style Kashi Halwa Recipe With Ash Gourd,"saffron strands,cashew nuts,vellai poosanikai,cardamom powder"
Veg Tunday Kabab Recipe,"black pepper powder,yellow mustard seeds,star anise,saffron strands,paneer,curd,bay leaf,kalonji,cloves,cardamom,inch cinnamon stick,sesame seeds,methi seeds,fennel seeds,amchur,anardana powder,black salt"
Kesar Pista Kulfi Recipe,"milk,saffron strands,pistachios,cardamom powder"
Crispy Balak Pagora Recipe - Made in the pit paniyaram pan,"rice flour,spinach,enos fruit salt,chaat masala powder,gram flour,fennel seeds,ssp asafoetida"
Shehenshahi Parsi Keema Pulao Recipe,"basmati rice,mutton,ginger,garlic,whole black peppercorns,star anise,cashew nuts,raisins,lemon juice,saffron strands,whole eggs,curd,cloves,bay leaves,ajwain,cardamom,black cardamom,inch cinnamon stick,mint leaves"
Sorakkai Puli Kuzhambu Recipe - Tangy Bottle Gourd Curry,"shallots,drumstick,tamarind water,sambar powder,sprig curry leaves,bottle gourd,sesame,methi seeds"
Coriander Garlic Baked Chicken Recipe,"chicken legs,mixed vegetables,sprig coriander"
Coconut French Toast with Chocolate Chips Recipe,"milk,fresh cream,whole eggs,vanilla extract,nutmeg powder,caster sugar,fresh coconut,butter,whole wheat brown bread,maple syrup"
Roasted Bell Pepper Rasam Recipe,"tamarind water,rasam powder,whole black peppercorns,sprig curry leaves,sprig curry leaves,arhar dal,fennel seeds,green bell pepper"
Gingerbread Pancake Recipe,"whole wheat flour,baking powder,dry ginger powder,nutmeg powder,whole eggs,butter,milk,maple syrup,cinnamon powder,clove powder,brown sugar"
Punjabi Style Lobia Masala Recipe (Black Eyed Peas Masala),"ginger garlic paste,garam masala powder,tamarind paste,homemade tomato puree,milk,black eyed beans,fennel seeds,inch cinnamon stick,cumin powder"
Roasted Peppers And Mushroom Tortilla Pizza Recipe,"tortillas,homemade marinara sauce,extra virgin olive oil,garlic,mozzarella cheese,kalmatta olives,button mushrooms,red yellow green bell pepper"
Red Chilli Pesto & Roasted Tomato Spaghetti Pasta Recipe,"pine nuts,parmesan cheese,sprig basil leaves,extra virgin olive oil,spaghetti pasta,cumin powder"
Andhra Style Munakkada Masala Kura Recipe - Drumstick Dry Curry Recipe,"drumstick,ginger garlic paste,fresh coconut,roasted peanuts,cloves,inch cinnamon stick"
Kasuri methi leaves recipe,"cashew nuts,garam masala powder,kabuli chana,kasuri methi,bay leaf,cinnamon stick,cloves"
Dal Vangi Recipe - Spicy Lentils with Roasted Eggplant,"jaggery,maharashtrian goda masala,curry leaves,arhar dal,brinjal,eggplant  de,dry coconut,kokum,sprig coriander"
Karupatti Coffee Recipe,"palm jaggery,dry ginger powder,whole black peppercorns,fennel seeds"
Whole Wheat Beetroot Paratha Recipe,"whole wheat flour,beetroots,cumin powder"
Karwar Style Khatkhate Recipe (Mixed Vegetable Curry With Toor Dal & Coconut),"mixed vegetables,jaggery,fresh coconut,sichuan peppercorns,curry leaves,arhar dal,kokum"
Khatti Meethi Mirchi Ki Sabzi Recipe,"chilled water,garam masala powder,lemon juice,amchur,raw peanuts,sprig coriander"
Cold Pasta Salad With Potatoes And Green Peas Recipe,"penne pasta,baby potatoes,black pepper powder,iceberg lettuce,lemon,italian seasoning,green peas,classic mayonnaise"
Chocolate Toast Recipe Topped With Pumpkin & Sunflower Seeds,"whole wheat brown bread,butter,pumpkin seeds,sunflower seeds,flax seeds,dark chocolate,fresh cream,vanilla extract,sesame seeds"
Bihari Suran Chutney Recipe (Bihar Style Elephant Yam Chutney),"lemon juice,mustard powder,mustard oil,elephant yam,ajwain"
Chicken And Basil Quiche Recipe,"icing sugar,whole egg,chicken breasts,basil leaves,dried oregano,dried thyme leaves,red chilli flakes,whole egg,milk,salt pepper,purpose flour,butter"
Spinach and Dill Tart With Roasted Peppers Recipe,"spinach,dill leaves,britannia cheese spread,chilled butter,chilled water,red bell pepper,purpose flour"
Besan methi paratha recipe,"garam masala powder,whole wheat flour,gram flour,ajwain,cumin powder,amchur,methi leaves"
Palak Kichadi Recipe,"rice,pink masoor dal,garlic,broccoli,tofu,garam masala powder,spinach leaves,green peas,inch cinnamon stick,bay leaf"
Spicy Coconut Peanut Stuffed Baby Brinjal Recipe,"mustard oil,homemade tomato puree,garam masala powder,small brinjal,raw peanuts,dry coconut,sesame seeds,sprig coriander"
Zoodles In Tomato And Cashew Cream Sauce Recipe (Vegan),"green zucchini,blanched tomatoes,cashew nuts,dried basil leaves,dried oregano,white pepper powder,extra virgin olive oil"
Andhra Style Erra Kaaram Dosa Recipe (Spicy Red Chilli Chutney Dosa Recipe),"idli dosa batter,tamarind,roasted gram dal"
Bengali Posto Porota Recipe (Spiced Poppy Seed Parathas),"whole wheat flour,poppy seeds,curd,sesame seeds,kalonji"
Lemon Chicken Chicken Recipe - Chicken with Gandharaja Lemon & Green Chili,"chicken,kaffir lime leaves,gondhoraj lebu lemon,gondhoraj lebu juice,ginger,ginger,garlic,whole black peppercorns,black pepper powder,mustard oil,honey,curd"
Thai Green Curry with Chicken & Red Rice Recipe,"stalks lemongrass,sprig basil leaves,whole black peppercorns,chicken breasts,button mushrooms,coconut milk,thai green curry paste,lukewarm water,sprig basil leaves,red matta rice,carrots,brown sugar"
Butter Coriander & Lemon Sweet Corn Recipe,"sweet corn,butter,chaat masala powder,lemon"
Kashmiri Style Dum Oluv Recipe - Dum Aloo Recipe,"baby potatoes,kashmiri red chilli powder,inch dry ginger powder,bay leaf,cloves,inch cinnamon stick,cardamom,fennel seeds,black cardamom,hung curd"
Karwar Style Lasani Kadhi Recipe - Kokum And Coconut Milk Curry,"fresh coconut,jaggery,kokum"
Pudina Mavinakayi Chutney Recipe - Mint Mango Chutney,"fresh coconut,lemon juice,white urad dal,mango,mint leaves"
Crispy Potato Roses Recipe,"butter,italian seasoning,garlic powder,kosher salt,black pepper powder,parmesan cheese,potatoes"
Goan Sweet Khatkhati Recipe (Coconut Candy),"fresh coconut,jaggery,sesame seeds,raw peanuts,cardamom powder"
Goan Prawns Vindaloo Recipe,"prawns,inch garlic,cloves ginger,cinnamon stick,black pepper corns,vinegar,methi seeds,cardamom,cloves"
Achari Amla Mirchi Vegetable Recipe - Gooseberry & Green Chilli Vegetable,"achari masala,jaggery,amla,fennel seeds,methi seeds"
Mughlai Style Aloo Matar Gobi Gravy Recipe,"saffron strands,butter,cauliflower,green peas,potatoes,curd,inch cinnamon stick,cloves,cloves cardamom,fennel seeds"
Kimami Sewai Recipe,"milk,whole cashews,raisins,semiya,khoya,cardamom powder,phool makhana,badam,dry coconut"
 Chammanthi Chutney Recipe,"coconut,sprig curry leaves,mustard,oil"
Red Beans And Oats Cutlet Recipe,"soy granules,rajma,instant oats,cumin powder"
Milk Braid Rolls Recipe,"vivatta maida,milk,active dry yeast,whole egg,caster sugar,vanilla extract,gram butter,sesame seeds"
Chilli Chocolate Cookies Recipe,"cocoa powder,chocolate bar,butter,whole eggs,baking soda,vanilla extract,chocolate chips,chocolate bar,purpose flour,brown sugar"
Aloo Subz Dum Biryani Recipe,"del monte whole corn kernels,garam masala powder,ginger garlic paste,basmati rice,ginger garlic paste,lemon juice,garam masala powder,saffron strands,caramelized onions,potatoes,carrot,green beans,cloves,inch cinnamon stick,curd,cloves,cardamom,inch cinnamon stick"
Tomato Poha With Peas Recipe,"sprig curry leaves,lemon juice,poha,green peas,fennel seeds"
Methi Sprouts Salad Recipe - Healthy & Tasty Diabetic Snack,"peanuts,black pepper powder,lemon juice,chaat masala powder,methi seeds,sprig coriander"
Lebanese Style Caramelized Onion Pilaf with Fried eggs Recipe,"foxtail millet,sweet corn,black pepper powder,whole egg,salt pepper,masoor dal,inch cinnamon stick,cumin powder"
Thai Style Paneer Toast Recipe,"whole wheat brown bread,whole egg,soy sauce,whole black peppercorns,fresh red chillies,paneer,sprig coriander,sesame seeds,sprig coriander"
Sprouted Moong Chaat Recipe,"sprig curry leaves,green moong sprouts,lemon,jaggery,fresh pomegranate fruit kernels,chaat masala powder,sprig mint leaves,sprig coriander,sprig coriander,mint leaves,badam,sprig coriander"
Hunase Saaru Recipe - Mysore Style Spicy Tamarind Rasam,"tamarind,curry leaves,rasam powder,jaggery"
Eggless Custard Cookie Recipe,"vanilla custard,baking powder,icing sugar,butter,vanilla extract,purpose flour"
Egg Dosa Recipe,"rice,white urad dal,whole eggs,chana dal,methi seeds,instant oats"
Sweet Potato Balls Recipe Stuffed With Cheesy Garlic Mayo Recipe,"sweet potatoes,rice flour,corn flour,whole wheat bread crumbs,del monte cheesy garlic mayo,whole black peppercorns,sprigs coriander,cumin powder,amchur"
Baked Palak Ki Mathri Recipe (Baked Spinach Spicy Tea-Time Crackers),"whole wheat flour,sooji,ajwain,spinach leaves"
Mixed Vegetable Handi Recipe,"ginger,garlic,cashew nuts,kashmiri red chilli powder,garam masala powder,butter,sweet corn,button mushrooms,fresh cream,lemon,bay leaves,carrots,green peas,green beans,green bell pepper,cauliflower,paneer,curd,kasuri methi,mint leaves"
Frozen Royal Crumb Recipe,"whole wheat brown bread,milk,condensed milk,thandai masala,pistachios,badam"
Macha Mahura Recipe - Odia Style Fish Curry With Vegetables,"plantain stem,rohu fish,whole black peppercorns,panch phoran masala,ginger garlic paste,kaddu,colocasia root,elephant yam,kala chana,badi,fennel seeds,cloves,inch cinnamon stick"
Amarod Wright Recipe - Guava Wright,"guava,white urad dal,sprig curry leaves,curd"
Oat Banana Pancakes Recipe,"baking soda,ripe bananas,baking powder,vanilla extract,buttermilk,butter,strawberries,chocolate sauce,instant oats"
Mutton Dum Biryani Recipe,"ginger,garlic,inch cinnamon stick,basmati rice,mutton,ginger garlic paste,garam masala powder,garam masala powder,milk,saffron strands,whole wheat flour,bay leaves,cardamom,cloves,hung curd,bay leaves,inch cinnamon stick,cloves,mace,dagad phool,mint leaves"
Pita Saga Bati Basa Recipe,"pita saga,mustard oil,potato,brinjal,badi"
Mint Coriander Spice Pulao Recipe,"rice,star anise,mint leaves,fennel seeds,bay leaves,inch cinnamon stick"
Maharashtrian Green Chilli Thecha Recipe,
Chettinad Kathirikai Chops Recipe - Brinjal Curry for Biryani,"garam masala powder,jaggery,tamarind paste,black sesame seeds,gingelly oil,sprig curry leaves,small brinjal,raw peanuts"
Karnataka Style Southekayi Sippe Chutney Recipe (Mangalore Cucumber Peel Chutney Recipe),"mangalorean cucumber,fresh coconut,white urad dal,tamarind,jaggery,sprig curry leaves,chana dal"
Savory Semolina Breakfast Pudding Recipe,"semolina,curry leaves,carrot,green beans,rye,white urad dal,oil,lemon juice"
Almond Nu Gosht Recipe - Badam Nu Gosht Recipe,"mutton,bay leaves,milk,almonds,bud garlic,inch cinnamon,whole black pepper,long"
Mizoram Style Arsa Beipenek Recipe  - Spicy Chicken Stew,"chicken,whole wheat flour,mustard oil,sprig coriander"
Konkan Style Modachia Mangachi MT Recipe-Sprouted Mong Bean Curry,"sprig curry leaves,dessicated coconut,green moong dal,kokum"
Eggless Spicy Spinach Bread Recipe,"baking powder,spinach,milk,purpose flour,sesame seeds,curd"
Palak Makki Ki Roti Recipe - Spicy Spinach Cornmeal Flatbread Recipe),"whole wheat flour,makki ka atta,spinach leaves,cumin powder"
Egg White Frittata With Roasted Vegetables Recipe,"beetroot,broccoli,extra virgin olive oil,sea salt,egg whites,cheese,dried oregano,extra virgin olive oil,yellow bell pepper"
Aloo Dal Pakoras Recipe,"green moong dal,lemon juice,potatoes,fennel seeds"
Vankaya Ulli Karam Recipe - Eggplant In Spicy Onion Gravy,"small brinjal,methi seeds"
Batata Nu Shaak Recipe,"potatoes,tomato puree,mustard,red chili powder,oil,green coriander,black salt rock salt,black salt"
Spicy Jawla Stuffed In Brinjal Recipe,"jawla fish,fresh coconut,tamarind water,coconut oil,ginger,garlic,fresh coconut,lemon juice,brinjal,methi seeds"
Verkadalai Sundal- Peanut Sundal Recipe,"white urad dal,sprig curry leaves,fresh coconut,raw peanuts,ssp asafoetida,sesame"
Paneer Raw Mango Curry Recipe,"drumstick,coconut milk,fresh coconut,coconut oil,curry leaves,paneer,mango,pearl onions"
White Chocolate Maltesers Fudge Recipe,"white chocolate,condensed milk,maltesers"
Badam and Khus Khus Milk Recipe,"poppy seeds,milk,pistachios,glazed cherries,saffron strands,badam,cardamom powder"
Bhut Jolokia Murgh Recipe,"chicken,garam masala powder,kashmiri red chilli powder,homemade tomato puree,ghost chilli peppers,cumin powder"
"Cauliflower Crust Pizza With Pesto, Sundried Tomatoes & Goat Cheese","whole eggs,mozzarella cheese,parmesan cheese,dried oregano,dried basil leaves,red chilli flakes,garlic powder,onion powder,homemade basil pesto,homemade marinara sauce,sun dried tomatoes,mozzarella cheese,cauliflower"
